,RNAP
p1k_00246,9.536867934660167e-08
p1k_00247,9.536867934660167e-08
p1k_00248,9.536867934660167e-08
p1k_00249,9.536867934660167e-08
p1k_00250,9.536867934660167e-08
p1k_00251,9.536867934660167e-08
p1k_00252,9.536867934660167e-08
p1k_00253,9.536867934660167e-08
p1k_00254,9.536867934660167e-08
p1k_00255,9.536867934660167e-08
p1k_00256,9.536867934660167e-08
p1k_00257,9.536867934660167e-08
p1k_00258,9.536867934660167e-08
p1k_00259,9.536867934660167e-08
p1k_00260,9.536867934660167e-08
p1k_00261,9.536867934660167e-08
p1k_00262,9.536867934660167e-08
p1k_00263,9.536867934660167e-08
p1k_00264,9.536867934660167e-08
p1k_00265,9.536867934660167e-08
p1k_00266,9.536867934660167e-08
p1k_00267,9.536867934660167e-08
p1k_00268,9.536867934660167e-08
p1k_00269,9.536867934660167e-08
p1k_00270,9.536867934660167e-08
p1k_00271,9.536867934660167e-08
p1k_00272,9.536867934660167e-08
p1k_00273,9.536867934660167e-08
p1k_00274,9.536867934660167e-08
p1k_00275,9.536867934660167e-08
p1k_00276,9.536867934660167e-08
p1k_00277,9.536867934660167e-08
p1k_00278,9.536867934660167e-08
p1k_00279,9.536867934660167e-08
p1k_00280,9.536867934660167e-08
p1k_00281,9.536867934660167e-08
p1k_00282,9.536867934660167e-08
p1k_00283,9.536867934660167e-08
p1k_00284,9.536867934660167e-08
p1k_00285,9.536867934660167e-08
p1k_00286,9.536867934660167e-08
p1k_00287,9.536867934660167e-08
p1k_00288,9.536867934660167e-08
p1k_00289,9.536867934660167e-08
p1k_00290,9.536867934660167e-08
p1k_00291,9.536867934660167e-08
p1k_00292,9.536867934660167e-08
p1k_00293,9.536867934660167e-08
p1k_00294,9.536867934660167e-08
p1k_00295,9.536867934660167e-08
p1k_00296,9.536867934660167e-08
p1k_00297,9.536867934660167e-08
p1k_00298,9.536867934660167e-08
p1k_00299,9.536867934660167e-08
p1k_00300,9.536867934660167e-08
p1k_00301,9.536867934660167e-08
p1k_00302,9.536867934660167e-08
p1k_00303,9.536867934660167e-08
p1k_00304,9.536867934660167e-08
p1k_00305,9.536867934660167e-08
p1k_00306,9.536867934660167e-08
p1k_00307,9.536867934660167e-08
p1k_00308,9.536867934660167e-08
p1k_00309,9.536867934660167e-08
p1k_00310,9.536867934660167e-08
p1k_00311,9.536867934660167e-08
p1k_00312,9.536867934660167e-08
p1k_00313,9.536867934660167e-08
p1k_00314,9.536867934660167e-08
p1k_00315,9.536867934660167e-08
p1k_00316,9.536867934660167e-08
p1k_00317,9.536867934660167e-08
p1k_00318,9.536867934660167e-08
p1k_00319,9.536867934660167e-08
p1k_00320,9.536867934660167e-08
p1k_00321,9.536867934660167e-08
p1k_00322,9.536867934660167e-08
p1k_00323,9.536867934660167e-08
p1k_00324,9.536867934660167e-08
p1k_00325,9.536867934660167e-08
p1k_00326,9.536867934660167e-08
p1k_00327,9.536867934660167e-08
p1k_00328,9.536867934660167e-08
p1k_00329,9.536867934660167e-08
p1k_00330,9.536867934660167e-08
p1k_00331,9.536867934660167e-08
p1k_00332,9.536867934660167e-08
p1k_00333,9.536867934660167e-08
p1k_00334,9.536867934660167e-08
p1k_00335,9.536867934660167e-08
p1k_00336,9.536867934660167e-08
p1k_00337,9.536867934660167e-08
p1k_00338,9.536867934660167e-08
p1k_00339,9.536867934660167e-08
p1k_00340,9.536867934660167e-08
p1k_00341,9.536867934660167e-08
p1k_00342,9.536867934660167e-08
p1k_00343,9.536867934660167e-08
p1k_00344,9.536867934660167e-08
p1k_00345,9.536867934660167e-08
p1k_00346,9.536867934660167e-08
p1k_00347,9.536867934660167e-08
p1k_00348,9.536867934660167e-08
p1k_00349,9.536867934660167e-08
p1k_00350,9.536867934660167e-08
p1k_00351,9.536867934660167e-08
p1k_00352,9.536867934660167e-08
p1k_00353,9.536867934660167e-08
p1k_00354,9.536867934660167e-08
p1k_00355,9.536867934660167e-08
p1k_00356,9.536867934660167e-08
p1k_00357,9.536867934660167e-08
p1k_00358,9.536867934660167e-08
p1k_00359,9.536867934660167e-08
p1k_00360,9.536867934660167e-08
p1k_00361,9.536867934660167e-08
p1k_00362,9.536867934660167e-08
p1k_00363,9.536867934660167e-08
p1k_00364,9.536867934660167e-08
p1k_00365,9.536867934660167e-08
p1k_00366,9.536867934660167e-08
p1k_00367,9.536867934660167e-08
p1k_00368,9.536867934660167e-08
p1k_00369,9.536867934660167e-08
p1k_00370,9.536867934660167e-08
p1k_00371,9.536867934660167e-08
p1k_00372,9.536867934660167e-08
p1k_00373,9.536867934660167e-08
p1k_00374,9.536867934660167e-08
p1k_00375,9.536867934660167e-08
p1k_00376,9.536867934660167e-08
p1k_00377,9.536867934660167e-08
p1k_00378,9.536867934660167e-08
p1k_00379,9.536867934660167e-08
p1k_00380,9.536867934660167e-08
p1k_00381,9.536867934660167e-08
p1k_00382,9.536867934660167e-08
p1k_00383,9.536867934660167e-08
p1k_00384,9.536867934660167e-08
p1k_00385,9.536867934660167e-08
p1k_00386,9.536867934660167e-08
p1k_00387,9.536867934660167e-08
p1k_00388,9.536867934660167e-08
p1k_00389,9.536867934660167e-08
p1k_00390,9.536867934660167e-08
p1k_00391,9.536867934660167e-08
p1k_00392,9.536867934660167e-08
p1k_00393,9.536867934660167e-08
p1k_00394,9.536867934660167e-08
p1k_00395,9.536867934660167e-08
p1k_00396,9.536867934660167e-08
p1k_00397,9.536867934660167e-08
p1k_00398,9.536867934660167e-08
p1k_00399,9.536867934660167e-08
p1k_00400,9.536867934660167e-08
p1k_00401,9.536867934660167e-08
p1k_00402,9.536867934660167e-08
p1k_00403,9.536867934660167e-08
p1k_00404,9.536867934660167e-08
p1k_00405,9.536867934660167e-08
p1k_00406,9.536867934660167e-08
p1k_00407,9.536867934660167e-08
p1k_00408,9.536867934660167e-08
p1k_00409,9.536867934660167e-08
p1k_00410,9.536867934660167e-08
p1k_00411,9.536867934660167e-08
p1k_00412,9.536867934660167e-08
p1k_00413,9.536867934660167e-08
p1k_00414,9.536867934660167e-08
p1k_00415,9.536867934660167e-08
p1k_00416,9.536867934660167e-08
p1k_00417,9.536867934660167e-08
p1k_00418,9.536867934660167e-08
p1k_00419,9.536867934660167e-08
p1k_00420,9.536867934660167e-08
p1k_00421,9.536867934660167e-08
p1k_00422,9.536867934660167e-08
p1k_00423,9.536867934660167e-08
p1k_00424,9.536867934660167e-08
p1k_00425,9.536867934660167e-08
p1k_00426,9.536867934660167e-08
p1k_00427,9.536867934660167e-08
p1k_00428,9.536867934660167e-08
p1k_00429,9.536867934660167e-08
p1k_00430,9.536867934660167e-08
p1k_00431,9.536867934660167e-08
p1k_00432,9.536867934660167e-08
p1k_00433,9.536867934660167e-08
p1k_00434,9.536867934660167e-08
p1k_00435,9.536867934660167e-08
p1k_00436,9.536867934660167e-08
p1k_00437,9.536867934660167e-08
p1k_00438,9.536867934660167e-08
p1k_00439,9.536867934660167e-08
p1k_00440,9.536867934660167e-08
p1k_00441,9.536867934660167e-08
p1k_00442,9.536867934660167e-08
p1k_00443,9.536867934660167e-08
p1k_00444,9.536867934660167e-08
p1k_00445,9.536867934660167e-08
p1k_00446,9.536867934660167e-08
p1k_00447,9.536867934660167e-08
p1k_00448,9.536867934660167e-08
p1k_00449,9.536867934660167e-08
p1k_00450,9.536867934660167e-08
p1k_00451,9.536867934660167e-08
p1k_00452,9.536867934660167e-08
p1k_00453,9.536867934660167e-08
p1k_00454,9.536867934660167e-08
p1k_00455,9.536867934660167e-08
p1k_00456,9.536867934660167e-08
p1k_00457,9.536867934660167e-08
p1k_00458,9.536867934660167e-08
p1k_00459,9.536867934660167e-08
p1k_00460,9.536867934660167e-08
p1k_00461,9.536867934660167e-08
p1k_00462,9.536867934660167e-08
p1k_00463,9.536867934660167e-08
p1k_00464,9.536867934660167e-08
p1k_00465,9.536867934660167e-08
p1k_00466,9.536867934660167e-08
p1k_00467,9.536867934660167e-08
p1k_00468,9.536867934660167e-08
p1k_00469,9.536867934660167e-08
p1k_00470,9.536867934660167e-08
p1k_00471,9.536867934660167e-08
p1k_00472,9.536867934660167e-08
p1k_00473,9.536867934660167e-08
p1k_00474,9.536867934660167e-08
p1k_00475,9.536867934660167e-08
p1k_00476,9.536867934660167e-08
p1k_00477,9.536867934660167e-08
p1k_00478,9.536867934660167e-08
p1k_00479,9.536867934660167e-08
p1k_00480,9.536867934660167e-08
p1k_00481,9.536867934660167e-08
p1k_00482,9.536867934660167e-08
p1k_00483,9.536867934660167e-08
p1k_00484,9.536867934660167e-08
p1k_00485,9.536867934660167e-08
p1k_00486,9.536867934660167e-08
p1k_00487,9.536867934660167e-08
p1k_00488,9.536867934660167e-08
p1k_00489,9.536867934660167e-08
p1k_00490,9.536867934660167e-08
p1k_00491,9.536867934660167e-08
p1k_00492,9.536867934660167e-08
p1k_00493,9.536867934660167e-08
p1k_00494,9.536867934660167e-08
p1k_00495,9.536867934660167e-08
p1k_00496,9.536867934660167e-08
p1k_00497,9.536867934660167e-08
p1k_00498,9.536867934660167e-08
p1k_00499,9.536867934660167e-08
p1k_00500,9.536867934660167e-08
p1k_00501,9.536867934660167e-08
p1k_00502,9.536867934660167e-08
p1k_00503,9.536867934660167e-08
p1k_00504,9.536867934660167e-08
p1k_00505,9.536867934660167e-08
p1k_00506,9.536867934660167e-08
p1k_00507,9.536867934660167e-08
p1k_00508,9.536867934660167e-08
p1k_00509,9.536867934660167e-08
p1k_00510,9.536867934660167e-08
p1k_00511,9.536867934660167e-08
p1k_00512,9.536867934660167e-08
p1k_00513,9.536867934660167e-08
p1k_00514,9.536867934660167e-08
p1k_00515,9.536867934660167e-08
p1k_00516,9.536867934660167e-08
p1k_00517,9.536867934660167e-08
p1k_00518,9.536867934660167e-08
p1k_00519,9.536867934660167e-08
p1k_00520,9.536867934660167e-08
p1k_00521,9.536867934660167e-08
p1k_00522,9.536867934660167e-08
p1k_00523,9.536867934660167e-08
p1k_00524,9.536867934660167e-08
p1k_00525,9.536867934660167e-08
p1k_00526,9.536867934660167e-08
p1k_00527,9.536867934660167e-08
p1k_00528,9.536867934660167e-08
p1k_00529,9.536867934660167e-08
p1k_00530,9.536867934660167e-08
p1k_00531,9.536867934660167e-08
p1k_00532,9.536867934660167e-08
p1k_00533,9.536867934660167e-08
p1k_00534,9.536867934660167e-08
p1k_00535,9.536867934660167e-08
p1k_00536,9.536867934660167e-08
p1k_00537,9.536867934660167e-08
p1k_00538,9.536867934660167e-08
p1k_00539,9.536867934660167e-08
p1k_00540,9.536867934660167e-08
p1k_00541,9.536867934660167e-08
p1k_00542,9.536867934660167e-08
p1k_00543,9.536867934660167e-08
p1k_00544,9.536867934660167e-08
p1k_00545,9.536867934660167e-08
p1k_00546,9.536867934660167e-08
p1k_00547,9.536867934660167e-08
p1k_00548,9.536867934660167e-08
p1k_00549,9.536867934660167e-08
p1k_00550,9.536867934660167e-08
p1k_00551,9.536867934660167e-08
p1k_00552,9.536867934660167e-08
p1k_00553,9.536867934660167e-08
p1k_00554,9.536867934660167e-08
p1k_00555,9.536867934660167e-08
p1k_00556,9.536867934660167e-08
p1k_00557,9.536867934660167e-08
p1k_00558,9.536867934660167e-08
p1k_00559,9.536867934660167e-08
p1k_00560,9.536867934660167e-08
p1k_00561,9.536867934660167e-08
p1k_00562,9.536867934660167e-08
p1k_00563,9.536867934660167e-08
p1k_00564,9.536867934660167e-08
p1k_00565,9.536867934660167e-08
p1k_00566,9.536867934660167e-08
p1k_00567,9.536867934660167e-08
p1k_00568,9.536867934660167e-08
p1k_00569,9.536867934660167e-08
p1k_00570,9.536867934660167e-08
p1k_00571,9.536867934660167e-08
p1k_00572,9.536867934660167e-08
p1k_00573,9.536867934660167e-08
p1k_00574,9.536867934660167e-08
p1k_00575,9.536867934660167e-08
p1k_00576,9.536867934660167e-08
p1k_00577,9.536867934660167e-08
p1k_00578,9.536867934660167e-08
p1k_00579,9.536867934660167e-08
p1k_00580,9.536867934660167e-08
p1k_00581,9.536867934660167e-08
p1k_00582,9.536867934660167e-08
p1k_00583,9.536867934660167e-08
p1k_00584,9.536867934660167e-08
p1k_00585,9.536867934660167e-08
p1k_00586,9.536867934660167e-08
p1k_00587,9.536867934660167e-08
p1k_00588,9.536867934660167e-08
p1k_00589,9.536867934660167e-08
p1k_00590,9.536867934660167e-08
p1k_00591,9.536867934660167e-08
p1k_00592,9.536867934660167e-08
p1k_00593,9.536867934660167e-08
p1k_00594,9.536867934660167e-08
p1k_00595,9.536867934660167e-08
p1k_00596,9.536867934660167e-08
p1k_00597,9.536867934660167e-08
p1k_00598,9.536867934660167e-08
p1k_00599,9.536867934660167e-08
p1k_00600,9.536867934660167e-08
p1k_00601,9.536867934660167e-08
p1k_00602,9.536867934660167e-08
p1k_00603,9.536867934660167e-08
p1k_00604,9.536867934660167e-08
p1k_00605,9.536867934660167e-08
p1k_00606,9.536867934660167e-08
p1k_00607,9.536867934660167e-08
p1k_00608,9.536867934660167e-08
p1k_00609,9.536867934660167e-08
p1k_00610,9.536867934660167e-08
p1k_00611,9.536867934660167e-08
p1k_00612,9.536867934660167e-08
p1k_00613,9.536867934660167e-08
p1k_00614,9.536867934660167e-08
p1k_00615,9.536867934660167e-08
p1k_00616,9.536867934660167e-08
p1k_00617,9.536867934660167e-08
p1k_00618,9.536867934660167e-08
p1k_00619,9.536867934660167e-08
p1k_00620,9.536867934660167e-08
p1k_00621,9.536867934660167e-08
p1k_00622,9.536867934660167e-08
p1k_00623,9.536867934660167e-08
p1k_00624,9.536867934660167e-08
p1k_00625,9.536867934660167e-08
p1k_00626,9.536867934660167e-08
p1k_00627,9.536867934660167e-08
p1k_00628,9.536867934660167e-08
p1k_00629,9.536867934660167e-08
p1k_00630,9.536867934660167e-08
p1k_00631,9.536867934660167e-08
p1k_00632,9.536867934660167e-08
p1k_00633,9.536867934660167e-08
p1k_00634,9.536867934660167e-08
p1k_00635,9.536867934660167e-08
p1k_00636,9.536867934660167e-08
p1k_00637,9.536867934660167e-08
p1k_00638,9.536867934660167e-08
p1k_00639,9.536867934660167e-08
p1k_00640,9.536867934660167e-08
p1k_00641,9.536867934660167e-08
p1k_00642,9.536867934660167e-08
p1k_00643,9.536867934660167e-08
p1k_00644,9.536867934660167e-08
p1k_00645,9.536867934660167e-08
p1k_00646,9.536867934660167e-08
p1k_00647,9.536867934660167e-08
p1k_00648,9.536867934660167e-08
p1k_00649,9.536867934660167e-08
p1k_00650,9.536867934660167e-08
p1k_00651,9.536867934660167e-08
p1k_00652,9.536867934660167e-08
p1k_00653,9.536867934660167e-08
p1k_00654,9.536867934660167e-08
p1k_00655,9.536867934660167e-08
p1k_00656,9.536867934660167e-08
p1k_00657,9.536867934660167e-08
p1k_00658,9.536867934660167e-08
p1k_00659,9.536867934660167e-08
p1k_00660,9.536867934660167e-08
p1k_00661,9.536867934660167e-08
p1k_00662,9.536867934660167e-08
p1k_00663,9.536867934660167e-08
p1k_00664,9.536867934660167e-08
p1k_00665,9.536867934660167e-08
p1k_00666,9.536867934660167e-08
p1k_00667,9.536867934660167e-08
p1k_00668,9.536867934660167e-08
p1k_00669,9.536867934660167e-08
p1k_00670,9.536867934660167e-08
p1k_00671,9.536867934660167e-08
p1k_00672,9.536867934660167e-08
p1k_00673,9.536867934660167e-08
p1k_00674,9.536867934660167e-08
p1k_00675,9.536867934660167e-08
p1k_00676,9.536867934660167e-08
p1k_00677,9.536867934660167e-08
p1k_00678,9.536867934660167e-08
p1k_00679,9.536867934660167e-08
p1k_00680,9.536867934660167e-08
p1k_00681,9.536867934660167e-08
p1k_00682,9.536867934660167e-08
p1k_00683,9.536867934660167e-08
p1k_00684,9.536867934660167e-08
p1k_00685,9.536867934660167e-08
p1k_00686,9.536867934660167e-08
p1k_00687,9.536867934660167e-08
p1k_00688,9.536867934660167e-08
p1k_00689,9.536867934660167e-08
p1k_00690,9.536867934660167e-08
p1k_00691,9.536867934660167e-08
p1k_00692,9.536867934660167e-08
p1k_00693,9.536867934660167e-08
p1k_00694,9.536867934660167e-08
p1k_00695,9.536867934660167e-08
p1k_00696,9.536867934660167e-08
p1k_00697,9.536867934660167e-08
p1k_00698,9.536867934660167e-08
p1k_00699,9.536867934660167e-08
p1k_00700,9.536867934660167e-08
p1k_00701,9.536867934660167e-08
p1k_00702,9.536867934660167e-08
p1k_00703,9.536867934660167e-08
p1k_00704,9.536867934660167e-08
p1k_00705,9.536867934660167e-08
p1k_00706,9.536867934660167e-08
p1k_00707,9.536867934660167e-08
p1k_00708,9.536867934660167e-08
p1k_00709,9.536867934660167e-08
p1k_00710,9.536867934660167e-08
p1k_00711,9.536867934660167e-08
p1k_00712,9.536867934660167e-08
p1k_00713,9.536867934660167e-08
p1k_00714,9.536867934660167e-08
p1k_00715,9.536867934660167e-08
p1k_00716,9.536867934660167e-08
p1k_00717,9.536867934660167e-08
p1k_00718,9.536867934660167e-08
p1k_00719,9.536867934660167e-08
p1k_00720,9.536867934660167e-08
p1k_00721,9.536867934660167e-08
p1k_00722,9.536867934660167e-08
p1k_00723,9.536867934660167e-08
p1k_00724,9.536867934660167e-08
p1k_00725,9.536867934660167e-08
p1k_00726,9.536867934660167e-08
p1k_00727,9.536867934660167e-08
p1k_00728,9.536867934660167e-08
p1k_00729,9.536867934660167e-08
p1k_00730,9.536867934660167e-08
p1k_00731,9.536867934660167e-08
p1k_00732,9.536867934660167e-08
p1k_00733,9.536867934660167e-08
p1k_00734,9.536867934660167e-08
p1k_00735,9.536867934660167e-08
p1k_00736,9.536867934660167e-08
p1k_00737,9.536867934660167e-08
p1k_00738,9.536867934660167e-08
p1k_00739,9.536867934660167e-08
p1k_00740,9.536867934660167e-08
p1k_00741,9.536867934660167e-08
p1k_00742,9.536867934660167e-08
p1k_00743,9.536867934660167e-08
p1k_00744,9.536867934660167e-08
p1k_00745,9.536867934660167e-08
p1k_00746,9.536867934660167e-08
p1k_00747,9.536867934660167e-08
