,ID,gene,TU,Sigma70,Sigma32,Sigma38,Sigma24,Sigma28,Sigma54,Sigma19,unknown
1148,b1227,narI,narGHJI,1,0,0,0,0,0,0,0
1149,b1229,tpr,tyrTV-tpr,1,0,0,0,0,0,0,0
1150,b1230,tyrV,tyrTV-tpr,1,0,0,0,0,0,0,0
1151,b1231,tyrT,tyrTV-tpr,1,0,0,0,0,0,0,0
1152,b1233,ychJ,ychJ,0,0,0,0,0,0,0,1
1153,b1234,rssA,rssAB,0,0,1,0,0,0,0,0
1154,b1235,rssB,rssB,0,0,1,0,0,0,0,0
1155,b1235,rssB,rssAB,0,0,1,0,0,0,0,0
1156,b1236,galU,galU,0,0,0,0,0,0,0,1
1157,b1237,hns,hns,1,0,0,0,0,0,0,0
1158,b1241,adhE,adhE,1,0,1,0,0,0,0,0
1159,b1241,adhE,adhE,0,0,1,0,0,0,0,0
1160,b1243,oppA,oppABCDF,0,0,0,0,1,0,0,0
1161,b1244,oppB,oppABCDF,0,0,0,0,1,0,0,0
1162,b1245,oppC,oppABCDF,0,0,0,0,1,0,0,0
1163,b1246,oppD,oppABCDF,0,0,0,0,1,0,0,0
1164,b1247,oppF,oppABCDF,0,0,0,0,1,0,0,0
1165,b1248,yciU,clsA-yciU,0,0,0,0,0,0,0,1
1166,b1249,clsA,clsA-yciU,0,0,0,0,0,0,0,1
1167,b1251,yciI,yciI,0,0,0,0,0,0,0,1
1168,b1252,tonB,tonB,1,0,0,0,0,0,0,0
1169,b1254,yciB,yciCB,1,0,0,0,0,0,0,0
1170,b1255,yciC,yciCB,1,0,0,0,0,0,0,0
1171,b1256,ompW,ompW,0,0,0,0,0,0,0,1
1172,b1257,yciE,yciGFE,0,0,1,0,0,0,0,0
1173,b1257,yciE,yciE,1,0,0,0,0,0,0,0
1174,b1258,yciF,yciGFE,0,0,1,0,0,0,0,0
1175,b1259,yciG,yciGFE,0,0,1,0,0,0,0,0
1176,b1259,yciG,yciG,0,0,1,0,0,0,0,0
1177,b1260,trpA,trpLEDCBA,1,0,0,0,0,0,0,0
1178,b1260,trpA,trpCBA,1,0,0,0,0,0,0,0
1179,b1261,trpB,trpLEDCBA,1,0,0,0,0,0,0,0
1180,b1261,trpB,trpCBA,1,0,0,0,0,0,0,0
1181,b1262,trpC,trpLEDCBA,1,0,0,0,0,0,0,0
1182,b1262,trpC,trpCBA,1,0,0,0,0,0,0,0
1183,b1263,trpD,trpLEDCBA,1,0,0,0,0,0,0,0
1184,b1264,trpE,trpLEDCBA,1,0,0,0,0,0,0,0
1185,b1265,trpL,trpLEDCBA,1,0,0,0,0,0,0,0
1186,b1265,trpL,trpL,1,0,0,0,0,0,0,0
1187,b1266,yciV,yciVOQ,0,0,0,0,0,0,0,1
1188,b1267,yciO,yciVOQ,0,0,0,0,0,0,0,1
1189,b1268,yciQ,yciVOQ,0,0,0,0,0,0,0,1
1190,b1272,sohB,sohB,1,0,1,0,0,0,0,0
1191,b1272,sohB,sohB,1,0,0,0,0,0,0,0
1192,b1274,topA,topA,0,1,0,0,0,0,0,0
1193,b1274,topA,topA,1,0,0,0,0,0,0,0
1194,b1274,topA,topA,1,0,0,0,0,0,0,0
1195,b1274,topA,topA,1,0,0,0,0,0,0,0
1196,b1274,topA,topA,1,0,1,0,0,0,0,0
1197,b1275,cysB,cysB,1,0,0,0,0,0,0,0
1198,b4522,ymiA,ymiA-yciX,1,0,0,0,0,0,0,0
1199,b4523,yciX,ymiA-yciX,1,0,0,0,0,0,0,0
1200,b1276,acnA,acnA,1,0,0,0,0,0,0,0
1201,b1276,acnA,acnA,1,0,1,0,0,0,0,0
1202,b1276,acnA,acnA,0,0,0,0,0,0,0,1
1203,b1277,ribA,ribA,1,0,0,0,0,0,0,0
1204,b1277,ribA,ribA,1,0,0,0,0,0,0,0
1205,b1278,pgpB,pgpB,1,0,0,0,0,0,0,0
1206,b1279,yciS,lapAB,1,1,0,0,0,0,0,0
1207,b1279,yciS,lapAB-pyrF-yciH,1,1,0,0,0,0,0,0
1208,b1279,yciS,lapAB,1,0,0,0,0,0,0,0
1209,b1280,yciM,lapAB,1,1,0,0,0,0,0,0
1210,b1280,yciM,lapAB-pyrF-yciH,1,1,0,0,0,0,0,0
1211,b1280,yciM,lapAB,1,0,0,0,0,0,0,0
1212,b1281,pyrF,pyrF-yciH,1,0,0,0,0,0,0,0
1213,b1281,pyrF,lapAB-pyrF-yciH,1,1,0,0,0,0,0,0
1214,b1282,yciH,pyrF-yciH,1,0,0,0,0,0,0,0
1215,b1282,yciH,lapAB-pyrF-yciH,1,1,0,0,0,0,0,0
1216,b1283,osmB,osmB,0,0,1,0,0,0,0,0
1217,b1283,osmB,osmB,1,0,1,0,0,0,0,0
1218,b1284,yciT,yciZT,0,0,1,0,0,0,0,0
1219,b1284,yciT,yciT,0,0,1,0,0,0,0,0
1220,b4596,yciZ,yciZT,0,0,1,0,0,0,0,0
1221,b1285,gmr,pdeR,0,0,1,0,0,0,0,0
1222,b1286,rnb,rnb,1,0,0,0,0,0,0,0
1223,b1286,rnb,rnb,1,0,0,0,0,0,0,0
1224,b1287,yciW,yciW,1,0,0,0,0,0,0,0
1225,b1288,fabI,fabI,0,0,0,0,0,0,0,1
1226,b1288,fabI,fabI,0,0,0,0,0,0,0,1
1227,b1296,puuP,puuP,0,0,0,0,0,1,0,0
1228,b1296,puuP,puuAP,0,0,1,0,0,0,0,0
1229,b1297,puuA,puuAP,0,0,1,0,0,0,0,0
1230,b1298,puuD,puuDRCBE,0,0,1,0,0,0,0,0
1231,b1299,puuR,puuDRCBE,0,0,1,0,0,0,0,0
1232,b1300,puuC,puuDRCBE,0,0,1,0,0,0,0,0
1233,b1300,puuC,puuCBE,0,0,1,0,0,0,0,0
1234,b1301,puuB,puuDRCBE,0,0,1,0,0,0,0,0
1235,b1301,puuB,puuCBE,0,0,1,0,0,0,0,0
1236,b1302,puuE,puuDRCBE,0,0,1,0,0,0,0,0
1237,b1302,puuE,puuCBE,0,0,1,0,0,0,0,0
1238,b1303,pspF,pspF,1,0,0,0,0,0,0,0
1239,b1303,pspF,pspF,1,0,0,0,0,0,0,0
1240,b1303,pspF,pspF,1,0,0,0,0,0,0,0
1241,b1304,pspA,pspABCDE,0,0,0,0,0,1,0,0
1242,b1305,pspB,pspABCDE,0,0,0,0,0,1,0,0
1243,b1306,pspC,pspABCDE,0,0,0,0,0,1,0,0
1244,b1307,pspD,pspABCDE,0,0,0,0,0,1,0,0
1245,b1308,pspE,pspABCDE,0,0,0,0,0,1,0,0
1246,b1321,ycjX,ycjXF-tyrR,0,1,0,0,0,0,0,0
1247,b1322,ycjF,ycjXF-tyrR,0,1,0,0,0,0,0,0
1248,b1323,tyrR,tyrR,1,0,0,0,0,0,0,0
1249,b1323,tyrR,ycjXF-tyrR,0,1,0,0,0,0,0,0
1250,b1324,tpx,tpx,1,0,0,0,0,0,0,0
1251,b1325,ycjG,ycjG,0,0,0,0,0,0,0,1
1252,b1326,mpaA,ycjY-ymjDC-mpaA,0,1,0,0,0,0,0,0
1253,b4525,ymjC,ycjY-ymjDC-mpaA,0,1,0,0,0,0,0,0
1254,b4673,ymjD,ycjY-ymjDC-mpaA,0,1,0,0,0,0,0,0
1255,b1327,ycjY,ycjY,0,1,0,0,0,0,0,0
1256,b1327,ycjY,ycjY-ymjDC-mpaA,0,1,0,0,0,0,0,0
1257,b1330,ynaI,ynaI,0,0,0,0,0,0,0,1
1258,b1333,uspE,uspE,0,0,0,0,0,0,0,1
1259,b1334,fnr,fnr,1,0,0,0,0,0,0,0
1260,b1335,ogt,ogt,0,0,0,0,0,0,0,1
1261,b4426,mcaS,mcaS,0,0,0,0,0,0,0,1
1262,b1342,ydaN,zntB,0,0,0,0,0,0,0,1
1263,b4699,fnrS,fnrS,1,0,0,0,0,0,0,0
1264,b1376,uspF,uspF,0,0,0,0,0,0,0,1
1265,b1377,ompN,ompN,1,0,0,0,0,0,0,0
1266,b1377,ompN,ydbK-ompN,0,0,1,0,0,0,0,0
1267,b1377,ompN,ydbK-ompN,0,0,0,0,0,0,0,1
1268,b4427,micC,micC,1,0,0,0,0,0,0,0
1269,b1378,pfo,ydbK,0,0,0,0,0,0,0,1
1270,b1378,pfo,ydbK-ompN,0,0,1,0,0,0,0,0
1271,b1378,pfo,ydbK-ompN,0,0,0,0,0,0,0,1
1272,b4529,ydbJ,ydbJ,0,0,0,0,0,0,0,1
1273,b1379,hslJ,hslJ,1,0,0,0,0,0,0,0
1274,b1380,ldhA,ldhA,0,1,0,0,0,0,0,0
1275,b1384,feaR,feaR,0,0,0,0,0,0,0,1
1276,b1384,feaR,feaR,1,0,0,0,0,0,0,0
1277,b1384,feaR,feaR,1,0,0,0,0,0,0,0
1278,b1384,feaR,feaR,1,0,0,0,0,0,0,0
1279,b1385,feaB,feaB,1,0,0,0,0,0,0,0
1280,b1385,feaB,feaB,1,0,0,0,0,0,0,0
1281,b1386,tynA,tynA,1,0,0,0,0,0,0,0
1282,b1387,paaZ,paaZ,0,0,0,0,0,0,0,1
1283,b1388,paaA,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1284,b1389,paaB,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1285,b1390,paaC,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1286,b1391,paaD,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1287,b1392,paaE,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1288,b1393,paaF,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1289,b1394,paaG,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1290,b1395,paaH,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1291,b1396,paaI,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1292,b1397,paaJ,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1293,b1398,paaK,paaABCDEFGHIJK,1,0,0,0,0,0,0,0
1294,b1399,paaX,paaXY,1,0,0,0,0,0,0,0
1295,b1400,paaY,paaXY,1,0,0,0,0,0,0,0
1296,b1407,ydbD,ydbD,0,0,1,0,0,0,0,0
1297,b1408,ynbA,ynbABCD,0,0,0,0,0,0,0,1
1298,b1409,ynbB,ynbABCD,0,0,0,0,0,0,0,1
1299,b1410,ynbC,ynbABCD,0,0,0,0,0,0,0,1
1300,b1411,ynbD,ynbABCD,0,0,0,0,0,0,0,1
1301,b1412,azoR,azoR,1,0,0,0,0,0,0,0
1302,b1415,aldA,aldA,1,0,0,0,0,0,0,0
1303,b4597,rydC,rydC,1,0,0,0,0,0,0,0
1304,b4429,sokB,sokB,1,0,0,0,0,0,0,0
1305,b1421,trg,trg,0,0,0,0,1,0,0,0
1306,b1422,ydcI,ydcI,0,0,0,0,0,0,0,1
1307,b1427,rimL,rimL,0,0,0,0,0,0,0,1
1308,b1429,tehA,tehAB,0,0,0,0,0,0,0,1
1309,b1430,tehB,tehAB,0,0,0,0,0,0,0,1
1310,b1434,ydcN,sutR,1,0,0,0,0,0,0,0
1311,b4532,hicA,hicAB,1,0,0,0,0,0,0,0
1312,b1438,hicB,hicAB,1,0,0,0,0,0,0,0
1313,b1439,ydcR,ydcR,0,0,0,0,0,0,0,1
1314,b1440,ydcS,ydcSTUV-patD,0,0,1,0,0,0,0,0
1315,b1441,ydcT,ydcSTUV-patD,0,0,1,0,0,0,0,0
1316,b1442,ydcU,ydcSTUV-patD,0,0,1,0,0,0,0,0
1317,b1443,ydcV,ydcSTUV-patD,0,0,1,0,0,0,0,0
1318,b1444,patD,ydcSTUV-patD,0,0,1,0,0,0,0,0
1319,b1452,yncE,yncE,0,0,0,0,0,0,0,1
1320,b1453,ansP,ansP,0,0,1,0,0,0,0,0
1321,b1453,ansP,ansP,0,0,1,0,0,0,0,0
1322,b1454,yncG,yncG,0,0,0,0,0,0,0,1
1323,b1465,narV,narWV,0,0,0,1,0,0,0,0
1324,b1466,narW,narWV,0,0,0,1,0,0,0,0
1325,b1469,narU,narU,1,0,0,0,0,0,0,0
1326,b1469,narU,narU,0,0,1,0,0,0,0,0
1327,b1473,yddG,yddG,0,0,1,0,0,0,0,0
1328,b1474,fdnG,fdnGHI,1,0,0,0,0,0,0,0
1329,b1475,fdnH,fdnGHI,1,0,0,0,0,0,0,0
1330,b1476,fdnI,fdnGHI,1,0,0,0,0,0,0,0
1331,b1480,sra,sra,0,0,1,0,0,0,0,0
1332,b1480,sra,bdm-sra,0,0,0,0,0,0,0,1
1333,b1481,bdm,bdm-sra,0,0,0,0,0,0,0,1
1334,b1482,osmC,osmC,1,0,0,0,0,0,0,0
1335,b1482,osmC,osmC,0,0,1,0,0,0,0,0
1336,b1483,ddpF,ddpXABCDF,0,0,0,0,0,1,0,0
1337,b1483,ddpF,ddpXABCDF,0,0,1,0,0,0,0,0
1338,b1483,ddpF,ddpXABCDF,0,0,1,0,0,0,0,0
1339,b1484,ddpD,ddpXABCDF,0,0,0,0,0,1,0,0
1340,b1484,ddpD,ddpXABCDF,0,0,1,0,0,0,0,0
1341,b1484,ddpD,ddpXABCDF,0,0,1,0,0,0,0,0
1342,b1485,ddpC,ddpXABCDF,0,0,0,0,0,1,0,0
1343,b1485,ddpC,ddpXABCDF,0,0,1,0,0,0,0,0
1344,b1485,ddpC,ddpXABCDF,0,0,1,0,0,0,0,0
1345,b1486,ddpB,ddpXABCDF,0,0,0,0,0,1,0,0
1346,b1486,ddpB,ddpXABCDF,0,0,1,0,0,0,0,0
1347,b1486,ddpB,ddpXABCDF,0,0,1,0,0,0,0,0
1348,b1487,ddpA,ddpXABCDF,0,0,0,0,0,1,0,0
1349,b1487,ddpA,ddpXABCDF,0,0,1,0,0,0,0,0
1350,b1487,ddpA,ddpXABCDF,0,0,1,0,0,0,0,0
1351,b1488,ddpX,ddpXABCDF,0,0,0,0,0,1,0,0
1352,b1488,ddpX,ddpXABCDF,0,0,1,0,0,0,0,0
1353,b1488,ddpX,ddpXABCDF,0,0,1,0,0,0,0,0
1354,b1492,gadC,gadBC,1,0,1,0,0,0,0,0
1355,b1493,gadB,gadBC,1,0,1,0,0,0,0,0
1356,b1497,ydeM,ydeNM,1,0,0,0,0,0,0,0
1357,b1498,ydeN,ydeNM,1,0,0,0,0,0,0,0
1358,b1499,ydeO,safA-ydeO,1,0,0,0,0,0,0,0
1359,b1500,safA,safA-ydeO,1,0,0,0,0,0,0,0
1360,b1501,ydeP,ydeP,1,0,0,0,0,0,0,0
1361,b1507,hipA,hipBA,1,0,0,0,0,0,0,0
1362,b1508,hipB,hipBA,1,0,0,0,0,0,0,0
1363,b1511,lsrK,lsrRK,1,0,0,0,0,0,0,0
1364,b1512,lsrR,lsrRK,1,0,0,0,0,0,0,0
1365,b1513,lsrA,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1366,b1514,lsrC,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1367,b1515,lsrD,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1368,b1516,lsrB,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1369,b1517,lsrF,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1370,b1518,lsrG,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1371,b1519,tam,lsrACDBFG-tam,0,0,1,0,0,0,0,0
1372,b1519,tam,tam,0,0,1,0,0,0,0,0
1373,b1521,uxaB,uxaB,1,0,0,0,0,0,0,0
1374,b1528,ydeA,ydeA,0,0,0,0,0,0,0,1
1375,b1529,marC,marC,0,0,0,0,0,0,0,1
1376,b1530,marR,marRAB,1,0,0,0,0,0,0,0
1377,b1531,marA,marRAB,1,0,0,0,0,0,0,0
1378,b1532,marB,marRAB,1,0,0,0,0,0,0,0
1379,b4599,yneM,mgtS,1,0,0,0,0,0,0,0
1380,b4698,mgrR,mgrR,1,0,0,0,0,0,0,0
1381,b1535,dgcZ,dgcZ,1,0,0,0,0,0,0,0
1382,b1536,ydeI,ydeI,1,0,0,0,0,0,0,0
1383,b1537,ydeJ,ydeJ,1,0,0,0,0,0,0,0
1384,b1539,ydfG,ydfG,0,0,0,0,0,0,0,1
1385,b1540,rspR,ydfH,0,0,0,0,0,0,0,1
1386,b1544,ydfK,ydfK,0,0,0,0,0,0,0,1
1387,b1546,tfaQ,nohA-ydfN-tfaQ,1,0,0,0,0,0,0,0
1388,b1547,stfQ,nohA-ydfN-tfaQ,1,0,0,0,0,0,0,0
1389,b1548,nohQ,nohA-ydfN-tfaQ,1,0,0,0,0,0,0,0
1390,b1550,gnsB,gnsB,0,0,0,0,0,0,0,1
1391,b1552,cspI,cspI,0,0,0,0,0,0,0,1
1392,b1552,cspI,cspI,0,0,0,0,0,0,0,1
1393,b1562,hokD,relBE-hokD,1,0,0,0,0,0,0,0
1394,b1563,relE,relBE-hokD,1,0,0,0,0,0,0,0
1395,b1564,relB,relBE-hokD,1,0,0,0,0,0,0,0
1396,b1566,flxA,flxA,0,0,0,0,1,0,0,0
1397,b1567,intK,dicC-ydfXW,1,0,0,0,0,0,0,0
1398,b1568,ydfX,dicC-ydfXW,1,0,0,0,0,0,0,0
1399,b1569,dicC,dicC-ydfXW,1,0,0,0,0,0,0,0
1400,b1571,ydfA,ydfABC,1,0,0,0,0,0,0,0
1401,b1572,ydfB,ydfABC,1,0,0,0,0,0,0,0
1402,b1573,ydfC,ydfABC,1,0,0,0,0,0,0,0
1403,b1575,dicB,dicB-ydfDE-insD-7-intQ,1,0,0,0,0,0,0,0
1404,b1576,ydfD,dicB-ydfDE-insD-7-intQ,1,0,0,0,0,0,0,0
1405,b1577,ydfE,dicB-ydfDE-insD-7-intQ,1,0,0,0,0,0,0,0
1406,b1579,intQ,dicB-ydfDE-insD-7-intQ,1,0,0,0,0,0,0,0
1407,b1583,ynfB,ynfB-speG,0,0,0,0,0,0,0,1
1408,b1584,speG,ynfB-speG,0,0,0,0,0,0,0,1
1409,b1587,ynfE,ynfEFGH-dmsD,1,0,1,0,0,0,0,0
1410,b1588,ynfF,ynfEFGH-dmsD,1,0,1,0,0,0,0,0
1411,b1589,ynfG,ynfEFGH-dmsD,1,0,1,0,0,0,0,0
1412,b1590,ynfH,ynfEFGH-dmsD,1,0,1,0,0,0,0,0
1413,b1591,dmsD,ynfEFGH-dmsD,1,0,1,0,0,0,0,0
1414,b1593,ynfK,mlc-ynfK,1,1,0,0,0,0,0,0
1415,b1594,mlc,mlc,1,0,0,0,0,0,0,0
1416,b1594,mlc,mlc-ynfK,1,1,0,0,0,0,0,0
1417,b1596,ynfM,ynfM,0,0,0,0,0,0,0,1
1418,b1597,asr,asr,1,0,1,0,0,0,0,0
1419,b1599,mdtI,mdtJI,1,0,0,0,0,0,0,0
1420,b1600,mdtJ,mdtJI,1,0,0,0,0,0,0,0
1421,b1601,tqsA,tqsA,0,0,0,0,0,0,0,1
1422,b1602,pntB,pntAB,1,0,0,0,0,0,0,0
1423,b1603,pntA,pntAB,1,0,0,0,0,0,0,0
1424,b1608,rstA,rstAB,0,0,0,0,0,0,0,1
1425,b1609,rstB,rstAB,0,0,0,0,0,0,0,1
1426,b1611,fumC,fumC,0,0,1,0,0,0,0,0
1427,b1611,fumC,fumC,1,0,0,0,0,0,0,0
1428,b1611,fumC,fumAC,1,0,0,0,0,0,0,0
1429,b1612,fumA,fumA,1,0,0,0,0,0,0,0
1430,b1612,fumA,fumAC,1,0,0,0,0,0,0,0
1431,b1613,manA,manA,1,0,0,0,0,0,0,0
1432,b1614,ydgA,ydgA,0,0,0,0,0,0,0,1
1433,b1615,uidC,uidABC,0,0,0,0,0,0,0,1
1434,b1616,uidB,uidABC,0,0,0,0,0,0,0,1
1435,b1617,uidA,uidABC,0,0,0,0,0,0,0,1
1436,b1618,uidR,uidR,1,0,0,0,0,0,0,0
1437,b1619,hdhA,hdhA,0,0,0,0,0,0,0,1
1438,b1620,malI,malI,1,0,0,0,0,0,0,0
1439,b1621,malX,malXY,1,0,0,0,0,0,0,0
1440,b1622,malY,malXY,1,0,0,0,0,0,0,0
1441,b1623,add,add,1,0,0,0,0,0,0,0
1442,b4409,blr,blr,0,0,0,0,0,0,0,1
1443,b1626,ydgK,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1444,b1627,rsxA,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1445,b1627,rsxA,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1446,b1628,rsxB,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1447,b1628,rsxB,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1448,b1629,rsxC,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1449,b1629,rsxC,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1450,b1630,rsxD,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1451,b1630,rsxD,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1452,b1631,rsxG,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1453,b1631,rsxG,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1454,b1632,rsxE,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1455,b1632,rsxE,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1456,b1633,nth,ydgK-rsxABCDGE-nth,0,0,0,0,0,0,0,1
1457,b1633,nth,rsxABCDGE-nth,0,0,0,0,0,0,0,1
1458,b1634,dtpA,dtpA,1,0,0,0,0,0,0,0
1459,b1635,gstA,gstA,0,0,0,0,0,0,0,1
1460,b1636,pdxY,pdxH-tyrS-pdxY,0,0,0,0,0,0,0,1
1461,b1636,pdxY,tyrS-pdxY,0,0,0,0,0,0,0,1
1462,b1636,pdxY,tyrS-pdxY,0,0,0,0,0,0,0,1
1463,b1637,tyrS,pdxH-tyrS-pdxY,0,0,0,0,0,0,0,1
1464,b1637,tyrS,tyrS-pdxY,0,0,0,0,0,0,0,1
1465,b1637,tyrS,tyrS-pdxY,0,0,0,0,0,0,0,1
1466,b1638,pdxH,pdxH-tyrS-pdxY,0,0,0,0,0,0,0,1
1467,b1641,slyB,slyB,0,0,0,0,0,0,0,1
1468,b1641,slyB,slyB,0,0,0,0,0,0,0,1
1469,b1643,ydhI,ydhIJK,0,0,0,1,0,0,0,0
1470,b1644,ydhJ,ydhIJK,0,0,0,1,0,0,0,0
1471,b1645,ydhK,ydhIJK,0,0,0,1,0,0,0,0
1472,b1646,sodC,sodC,0,0,1,0,0,0,0,0
1473,b1649,nemR,nemRA,1,0,0,0,0,0,0,0
1474,b1649,nemR,nemRA-gloA,1,0,0,0,0,0,0,0
1475,b1650,nemA,nemRA,1,0,0,0,0,0,0,0
1476,b1650,nemA,nemRA-gloA,1,0,0,0,0,0,0,0
1477,b1651,gloA,gloA,1,0,0,0,0,0,0,0
1478,b1651,gloA,nemRA-gloA,1,0,0,0,0,0,0,0
1479,b1653,lhr,lhr,0,0,0,1,0,0,0,0
1480,b1654,grxD,grxD,1,0,0,0,0,0,0,0
1481,b1655,mepH,mepH,1,0,0,0,0,0,0,0
1482,b1656,sodB,sodB,1,0,0,0,0,0,0,0
1483,b1658,purR,purR,1,0,0,0,0,0,0,0
1484,b1661,cfa,cfa,1,0,1,0,0,0,0,0
1485,b1661,cfa,cfa,0,0,1,0,0,0,0,0
1486,b1664,ydhQ,ydhQ,0,1,0,0,0,0,0,0
1487,b1665,valV,valVW,1,0,0,0,0,0,0,0
1488,b1666,valW,valVW,1,0,0,0,0,0,0,0
1489,b1669,ydhT,ydhYVWXUT,0,0,1,0,0,0,0,0
1490,b1670,ydhU,ydhYVWXUT,0,0,1,0,0,0,0,0
1491,b1671,ydhX,ydhYVWXUT,0,0,1,0,0,0,0,0
1492,b1672,ydhW,ydhYVWXUT,0,0,1,0,0,0,0,0
1493,b1673,ydhV,ydhYVWXUT,0,0,1,0,0,0,0,0
1494,b1674,ydhY,ydhYVWXUT,0,0,1,0,0,0,0,0
1495,b1676,pykF,pykF,1,0,0,0,0,0,0,0
1496,b1676,pykF,pykF,1,0,1,0,0,0,0,0
1497,b1676,pykF,pykF,1,0,1,0,0,0,0,0
1498,b1676,pykF,pykF,0,0,0,0,0,0,0,1
1499,b1677,lpp,lpp,0,0,0,0,0,0,0,1
1500,b1677,lpp,lpp,0,0,0,0,0,0,0,1
1501,b1679,sufE,sufABCDSE,1,0,0,0,0,0,0,0
1502,b1680,sufS,sufABCDSE,1,0,0,0,0,0,0,0
1503,b1681,sufD,sufABCDSE,1,0,0,0,0,0,0,0
1504,b1682,sufC,sufABCDSE,1,0,0,0,0,0,0,0
1505,b1683,sufB,sufABCDSE,1,0,0,0,0,0,0,0
1506,b1684,sufA,sufABCDSE,1,0,0,0,0,0,0,0
1507,b4431,rprA,rprA,0,0,0,0,0,0,0,1
1508,b1696,ydiP,ydiP,0,0,0,0,0,0,0,1
1509,b1702,ppsA,ppsA,1,0,0,0,0,0,0,0
1510,b1704,aroH,aroH,1,0,0,0,0,0,0,0
1511,b1704,aroH,aroH,1,0,0,0,0,0,0,0
1512,b1706,ydiU,ydiU,0,0,0,0,0,0,0,1
1513,b1707,ydiV,ydiV,0,0,0,1,0,0,0,0
1514,b1712,ihfA,ihfA,0,0,1,0,0,0,0,0
1515,b1712,ihfA,pheMST-ihfA,0,0,0,0,0,0,0,1
1516,b1712,ihfA,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1517,b1713,pheT,pheMST-ihfA,0,0,0,0,0,0,0,1
1518,b1713,pheT,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1519,b1714,pheS,pheMST-ihfA,0,0,0,0,0,0,0,1
1520,b1714,pheS,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1521,b1715,pheM,pheMST-ihfA,0,0,0,0,0,0,0,1
1522,b1715,pheM,rplT-pheM,0,0,0,0,0,0,0,1
1523,b1715,pheM,pheM,0,0,0,0,0,0,0,1
1524,b1715,pheM,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1525,b1716,rplT,rplT,0,0,0,0,0,0,0,1
1526,b1716,rplT,infC-rpmI-rplT,1,0,0,0,0,0,0,0
1527,b1716,rplT,rplT-pheM,0,0,0,0,0,0,0,1
1528,b1716,rplT,rpmI-rplT,1,0,0,0,0,0,0,0
1529,b1716,rplT,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1530,b1717,rpmI,infC-rpmI-rplT,1,0,0,0,0,0,0,0
1531,b1717,rpmI,rpmI-rplT,1,0,0,0,0,0,0,0
1532,b1717,rpmI,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1533,b1718,infC,thrS-infC,0,0,0,0,0,0,0,1
1534,b1718,infC,infC-rpmI-rplT,1,0,0,0,0,0,0,0
1535,b1718,infC,infC,0,0,0,0,0,0,0,1
1536,b1718,infC,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1537,b1719,thrS,thrS-infC,0,0,0,0,0,0,0,1
1538,b1719,thrS,thrS-infC-rpmI-rplT-pheMST-ihfA,0,0,0,0,0,0,0,1
1539,b1723,pfkB,pfkB,0,0,1,0,0,0,0,0
1540,b1723,pfkB,pfkB,0,0,1,0,0,0,0,0
1541,b1726,yniB,yniB,0,0,0,0,0,0,0,1
1542,b1727,yniC,hxpB,0,0,0,0,0,0,0,1
1543,b1728,ydjM,ydjM,1,0,0,0,0,0,0,0
1544,b1731,cedA,cedA,1,0,0,0,0,0,0,0
1545,b1732,katE,katE,0,0,1,0,0,0,0,0
1546,b1733,chbG,chbBCARFG,0,0,0,0,0,0,0,1
1547,b1734,chbF,chbBCARFG,0,0,0,0,0,0,0,1
