,b2818,b3959,b3958,b3359,b3957,b0273,b3172,b3960,b4254
oxidative__delsoxs_pq__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
oxidative__wt_pq__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
oxidative__wt_pq__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__arab_ale14__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__arab_ale14__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__arab_ale14_f9__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__arab_ale14_f9__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__arab_ale16__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__arab_ale16__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__lyx_ale2__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__lyx_ale2__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__lyx_ale2_f6__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__lyx_ale4__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__lyx_ale4__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__tartr_ale26__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__tartr_ale26__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__tartr_ale26_f10__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__tartr_ale28__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__tartr_ale28__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pal__tartr_ale28_f10__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__glu4_delpgi__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__pgi_ale1__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__pgi_ale2__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__pgi_ale3__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__pgi_ale6__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__pgi_ale7__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
pgi__pgi_ale8__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__rpoBE546V_glc__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__rpoBE546V_lb__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__rpoBE546V_lb__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__rpoBE672K_lb__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__rpoBE672K_lb__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__wt_031__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__wt_lb__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
rpoB__wt_lb__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glc_ac_ac2__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glc_ac_glc1__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glc_ac_glc2__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glc_glyc_glyc__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glc_xyl_xyl__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glyc_ale1__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__glyc_ale2__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__wt_ac__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__wt_glc__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__wt_glyc__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__wt_xyl__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__xyl_ale1__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__xyl_ale2__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ssw__xyl_ale3__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t00_growth1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t01_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t02_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t03_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t06_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t08_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t09_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t10_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t11_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t12_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t14_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t16_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t17_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t18_starve,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t22_growth2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t23_growth2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t27_growth2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
starve_series__t28_growth2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delybaO__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delybaQ__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delybaQ__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delybiH__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delybiH__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delydcI_ph5__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delydcI_ph5__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delydcI_ph8__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delydcI_ph8__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyddM__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyddM__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyeiE__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyeiE__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyheO__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyiaJ__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyiaJ__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyieP__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__delyieP__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__wt_glc__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__wt_glc__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__wt_ph5__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__wt_ph8__1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ytf__wt_ph8__2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
