"sample","Val"
"cra_crp__delcra_glc__2",-3.5424715965841
"rpoB__wt_031__1",-1.75716853401726
"rpoB__wt_044__1",-3.52370589397283
"rpoB__wt_lb__1",-1.45380687145097
"rpoB__wt_lb__2",-1.4696494549855
"rpoB__rpoBE546V_031__1",-1.78460350339748
"rpoB__rpoBE546V_044__1",-1.21290631650612
"rpoB__rpoBE546V_lb__1",-1.75648278285816
"rpoB__rpoBE546V_lb__2",-1.75716853236504
"rpoB__rpoBE546V_glc__1",-3.65714683049609
"rpoB__rpoBE672K_glc__1",-3.82877712042785
"rpoB__rpoBE672K_glc__2",-3.85065000815326
"rpoB__rpoBE672K_lb__1",-2.4097296478262
"rpoB__rpoBE672K_lb__2",-1.73089460447533
"crp__wt_fru__1",-1.97341521593004
"crp__wt_glyc__1",-1.75730925137692
"crp__wt_glyc__2",-1.47657592570965
"crp__delar1_glyc__1",-4.71230876895121
"crp__delar1_glyc__2",-3.57883829553384
"crp__delar1ar2_glyc__1",-5.22451449512061
"crp__delar1ar2_glyc__2",-5.28195704424975
"crp__delar1ar2_glyc__3",-5.39120219192961
"crp__delar2_glyc__1",-4.39318536179479
"crp__delar2_glyc__2",-6.74666154711554
"crp__delar2_glyc__3",-4.96359549506004
"crp__delcrp_fru__1",-3.25716906693848
"crp__delcrp_fru__2",-3.66537927084268
"crp__delcrp_fru__3",-3.2571683915645
"crp__delcrp_glc__1",-5.40158655713827
"crp__delcrp_glc__2",-3.63349679111841
"crp__delcrp_glc__3",-3.25716727182897
"crp__delcrp_glyc__1",-3.25716869233973
"crp__delcrp_glyc__2",-6.22556536045302
"crp__delcrp_glyc__3",-3.23470234973347
"glu__glu_ale3__1",-5.30086376986924
"glu__glu_ale4__1",-4.61349538876329
"glu__glu_ale5__1",-3.57881650392637
"glu__glu_ale6__1",-4.76474176085438
"glu__glu_ale8__1",-3.89101709754426
"glu__glu_ale9__1",-4.26286452952752
"glu__glu_ale10__1",-5.30431105659458
"42c__wt_42c__1",-5.59427256136647
"42c__42c_ale1__1",-7.8856065315151
"42c__42c_ale2__1",-3.65684048499411
"42c__42c_ale3__1",-3.65717894466212
"42c__42c_ale4__1",-5.6599810638051
"42c__42c_ale5__1",-3.57681040528113
"42c__42c_ale6__1",-3.67590696612505
"42c__42c_ale8__1",-4.68117728921921
"42c__42c_ale9__1",-3.64542308920315
"42c__42c_ale10__1",-3.65887281491965
"ssw__wt_ac__1",-1.32863915300914
"ssw__wt_glc__1",-3.64320906217463
"ssw__wt_glyc__1",-2.05716853193744
"ssw__wt_xyl__1",-1.93590516898015
"ssw__glc_ale1__1",-3.66649624971365
"ssw__glc_ale2__1",-5.24381838682672
"ssw__glc_ale3__1",-3.70716097037802
"ssw__glyc_ale1__1",-5.04021504232718
"ssw__glyc_ale2__1",-5.4810561103494
"ssw__xyl_ale1__1",-2.70716872906417
"ssw__xyl_ale2__1",-1.73740680094261
"ssw__xyl_ale3__1",-2.59639966737215
"ssw__glc_ac_ac2__1",-1.01034031861377
"ssw__glc_ac_glc1__1",-4.81878099611655
"ssw__glc_ac_glc2__1",-3.69126837342495
"ssw__glc_glyc_glc__1",-3.40514667752764
"ssw__glc_glyc_glyc__1",-1.96340236413721
"ssw__glc_xyl_glc__1",-3.64263660996694
"ssw__glc_xyl_xyl__1",-1.92924790217966
"pgi__glu4_delpgi__1",-2.02408781772171
"pgi__pgi_ale1__1",-2.95533932264596
"pgi__pgi_ale2__1",-3.30695901491391
"pgi__pgi_ale3__1",-1.43733945067464
"pgi__pgi_ale5__1",-3.51689061728012
"pgi__pgi_ale6__1",-3.37404945963499
"pgi__pgi_ale7__1",-4.91952477170853
"pgi__pgi_ale8__1",-3.60716887000491
"ica__wt_glc__1",-3.65717912134348
"ica__wt_glc__2",-3.66616517829894
"ica__wt_glc__3",-1.66075698162102
"ica__wt_glc__4",-3.88575773783408
"ica__arg_sbt__1",-1.88556863638154
"ica__arg_sbt__2",-1.91313845376946
"ica__cytd_rib__1",-2.04735045540866
"ica__cytd_rib__2",-9
"ica__gth__1",-3.31977593211336
"ica__gth__2",-3.71797134578271
"ica__leu_glcr__1",-1.40899564502796
"ica__leu_glcr__2",-1.74785323412557
"ica__met_glc__1",-3.6252931947719
"ica__met_glc__2",-3.65104965010801
"ica__no3_anaero__1",-6.14684200740968
"ica__no3_anaero__2",-8.08834635062718
"ica__phe_acgam__1",-3.65562598493607
"ica__phe_acgam__2",-3.66782639313624
"ica__thm_gal__1",-1.45284615122088
"ica__thm_gal__2",-1.47619626079988
"ica__tyr_glcn__1",-1.87982609350781
"ica__tyr_glcn__2",-2.27125919819021
"ica__ura_pyr__1",-2.41701796394173
"ica__ura_pyr__2",-1.22252936663466
"ica__wt_glc__5",-1.69294047198596
"ica__wt_glc__6",-3.82223251922229
"ica__bw_delpurR_cytd__1",-3.65236078109959
"ica__bw_delpurR_cytd__2",-3.65726841370801
"ica__ade_glc__1",-3.55717053277783
"ica__ade_glc__2",-4.3472722897166
"ytf__wt_glc__1",-4.70920507702351
"ytf__wt_glc__2",-3.68054678346692
"ytf__delyafC__1",-3.70749270044086
"ytf__delyafC__2",-3.01320875310495
"ytf__delyeiE__1",-3.6623857059542
"ytf__delyeiE__2",-4.76262147730202
"ytf__delyiaJ__1",-8.81011422433655
"ytf__delyiaJ__2",-3.65979317771492
"ytf__delyieP__1",-8.14719895379151
"ytf__delyieP__2",-3.14422336395992
"ytf__wt_ph5__1",-8.94769748025768
"ytf__wt_ph5__2",-3.64038051998004
"ytf__wt_ph8__1",-8.73498961862561
"ytf__wt_ph8__2",-3.80108860675002
"ytf__delybaO__1",-3.43396350606402
"ytf__delybaO__2",-3.69431654987416
"ytf__delybaQ__1",-3.6571684100249
"ytf__delybaQ__2",-2.8486716141709
"ytf__delybiH__1",-6.66049235370341
"ytf__delybiH__2",-3.68339659871853
"ytf__delydcI_ph5__1",-8.86000623035773
"ytf__delydcI_ph5__2",-3.60716849311125
"ytf__delydcI_ph8__1",-8.78471083702034
"ytf__delydcI_ph8__2",-5.85558586985922
"ytf__delyddM__1",-7.6171210252869
"ytf__delyddM__2",-3.60716758570889
"ytf__delyheO__1",-6.60127942901667
"ytf__delyheO__2",-3.7894197745055
"fps__bw_glc__1",-3.36797386022525
"fps__bw_glc__2",-3.46197743321928
"fps__fps_thrA_ale1__1",-6.59662390905815
"fps__fps_thrA_ale1__2",-3.57621967037064
"fps__fps_thrA_ale2__1",-7.28826302443658
"fps__fps_thrA_ale2__2",-3.3832607532352
"fps__fps_serB_ale1__1",-5.94567818533367
"fps__fps_serB_ale1__2",-6.2098045355364
"fps__fps_serB_ale4__1",-2.94277957226278
"fps__fps_serB_ale4__2",-3.07277509965851
"pal__lyx_ale2_f6__1",-1.45273621085386
"pal__lyx_ale2__1",-1.65716853223421
"pal__lyx_ale2__2",-1.73262109652051
"pal__lyx_ale4__1",-1.70716853220186
"pal__lyx_ale4__2",-1.73262109645348
"pal__5drib_ale10_f18__1",-0.935455588621175
"pal__5drib_ale10_f18__2",-0.943763252892228
"pal__5drib_ale10__1",-1.15239316702238
"pal__arab_ale14_f9__1",-1.90716851577054
"pal__arab_ale14_f9__2",-1.90716853226877
"pal__arab_ale14__1",-1.88818212451864
"pal__arab_ale14__2",-1.90754516081181
"pal__arab_ale16__1",-1.72669098308656
"pal__arab_ale16__2",-1.63827513157654
"pal__tartr_ale26_f10__1",-1.10677927105449
"pal__tartr_ale26_f10__2",-1.10933832424266
"pal__tartr_ale26__1",-1.17507742066488
"pal__tartr_ale26__2",-1.16459272030061
"pal__tartr_ale28_f10__1",-1.45553218940782
"pal__tartr_ale28_f10__2",-1.35011080724862
"pal__tartr_ale28__1",-1.17170541567242
"pal__tartr_ale28__2",-1.24714800064955
"efeU__delmenFentC_citr__1",-5.69196345831593
"efeU__delmenFentC_citr__2",-3.67574486888389
"efeU__delmenFentC__1",-5.6635217726432
"efeU__delmenFentC__2",-8.0743171921881
"efeU__menFentC_ale39__1",-5.07264225130503
"efeU__menFentC_ale39__2",-3.89298741717064
"efeU__menFentC_ale29__1",-3.84432978857547
"efeU__menFentC_ale29__2",-2.94446500952222
"efeU__menFentC_ale30__1",-3.65716788056751
"efeU__menFentC_ale30__2",-3.7868642105321
"efeU__menFentCubiC_ale36__1",-4.05550949842282
"efeU__menFentCubiC_ale36__2",-3.6544173316087
"efeU__menFentCubiC_ale37__1",-6.21566274076906
"efeU__menFentCubiC_ale37__2",-5.81673098519288
"efeU__menFentCubiC_ale38__1",-3.50720819403791
"efeU__menFentCubiC_ale38__2",-6.22894649549455
