"sample","Val"
"fps__fps_thrA_ale2__1",-4.9531718747871
"fps__fps_thrA_ale2__2",-4.98284303341364
"fps__fps_serB_ale1__1",-4.90293781102091
"fps__fps_serB_ale1__2",-5.06291106236683
"fps__fps_serB_ale4__1",-5.20152306579263
"fps__fps_serB_ale4__2",-5.1562989517937
"pal__lyx_ale2_f6__1",-2.83796220500291
"pal__lyx_ale2__1",-3.70293781539864
"pal__lyx_ale2__2",-3.60293781539499
"pal__lyx_ale4__1",-3.84293781523759
"pal__lyx_ale4__2",-3.70293781537504
"pal__5drib_ale10_f18__1",-3.17869668797778
"pal__5drib_ale10_f18__2",-3.19064876607277
"pal__5drib_ale10__1",-3.0054750764114
"pal__arab_ale14_f9__1",-7.68767012381295
"pal__arab_ale14_f9__2",-3.96293781539632
"pal__arab_ale14__1",-3.86293737462322
"pal__arab_ale14__2",-3.96293781531922
"pal__arab_ale16__1",-4.10293781535629
"pal__arab_ale16__2",-3.92293781529421
"pal__tartr_ale26_f10__1",-3.02326740222372
"pal__tartr_ale26_f10__2",-2.99998237012773
"pal__tartr_ale26__1",-2.93188576588849
"pal__tartr_ale26__2",-3.80615314442081
"pal__tartr_ale28_f10__1",-2.85605256522076
"pal__tartr_ale28_f10__2",-3.2581345505403
"pal__tartr_ale28__1",-3.09763797054891
"pal__tartr_ale28__2",-3.70695758699936
"efeU__delmenFentC_citr__1",-4.78293092501824
"efeU__delmenFentC_citr__2",-5.1561386187366
"efeU__delmenFentC__1",-4.98073120127432
"efeU__delmenFentC__2",-5.88950998903449
"efeU__menFentC_ale39__1",-4.37675229139433
"efeU__menFentC_ale39__2",-4.32293781539568
"efeU__menFentC_ale29__1",-5.17232769617004
"efeU__menFentC_ale29__2",-4.94092874320626
"efeU__menFentC_ale30__1",-4.54901671301611
"efeU__menFentC_ale30__2",-4.88293424172766
"efeU__menFentCubiC_ale36__1",-5.04782332242329
"efeU__menFentCubiC_ale36__2",-4.80654059778325
"efeU__menFentCubiC_ale37__1",-6.4978646658227
"efeU__menFentCubiC_ale37__2",-4.98290912506572
"efeU__menFentCubiC_ale38__1",-7.588950256729
"efeU__menFentCubiC_ale38__2",-4.50293781226043
