,RNAP
p1k_00079,1.314053426586772e-06
p1k_00080,2.3450848000115227e-06
p1k_00081,4.2509851617071163e-07
p1k_00082,3.207486324813489e-07
p1k_00083,3.301755865487107e-07
p1k_00084,3.876921069099377e-07
p1k_00085,3.3406869535150327e-07
p1k_00086,3.4535792928648165e-07
p1k_00087,3.4779820310528484e-07
p1k_00088,2.2145666482061285e-06
p1k_00089,2.159907949836358e-06
p1k_00090,2.1636959458698606e-06
p1k_00091,2.1361750016008033e-06
p1k_00092,1.3166209712052161e-06
p1k_00093,2.2571065738078475e-06
p1k_00094,2.4175653727497094e-06
p1k_00095,2.392142747041396e-06
p1k_00096,1.4065218345489803e-06
p1k_00097,1.4290229983737099e-06
p1k_00098,3.2226939682155968e-06
p1k_00099,3.1935756175657394e-06
p1k_00100,2.380749443644668e-06
p1k_00101,3.90739749973041e-06
p1k_00102,3.901041563187576e-06
p1k_00103,3.932506740161074e-06
p1k_00104,3.932506740161074e-06
p1k_00105,4.1085830048404226e-07
p1k_00106,1.2235346320711716e-06
p1k_00107,4.4974328435681846e-07
p1k_00108,2.6271023903622262e-06
p1k_00109,1.7104078670132245e-06
p1k_00110,2.367261434042456e-06
p1k_00111,2.3680250878800436e-06
p1k_00112,2.301925168233486e-06
p1k_00113,2.2811961505742054e-06
p1k_00114,2.1594072147934396e-06
p1k_00115,2.1058527525264574e-06
p1k_00116,2.6835556363174565e-06
p1k_00117,2.8785130004550907e-06
p1k_00118,2.589747577531043e-06
p1k_00119,3.195004153944701e-06
p1k_00120,3.180706635723839e-06
p1k_00121,2.9658737259011704e-06
p1k_00122,2.975127478638216e-06
p1k_00123,2.8803458812487317e-06
p1k_00124,2.8116564754174317e-06
p1k_00125,3.514948808254936e-06
p1k_00126,3.061301081338937e-06
p1k_00127,2.256860736764013e-06
p1k_00128,3.932506740161074e-06
p1k_00129,2.758245651917073e-06
p1k_00130,3.1945619955943454e-06
p1k_00131,2.571576585980878e-06
p1k_00132,2.4527549663115903e-06
p1k_00133,1.2415455309234667e-06
p1k_00134,2.1732862721368036e-06
p1k_00135,2.336873070463023e-06
p1k_00136,2.5561358374430146e-06
p1k_00137,2.36672674786264e-06
p1k_00138,1.2580021452428705e-06
p1k_00139,1.453266415723258e-06
p1k_00140,2.2049144268438374e-06
p1k_00141,1.4788618082408643e-06
p1k_00142,3.5386078218932896e-07
p1k_00143,4.56058629796799e-07
p1k_00144,1.2647647543810412e-06
p1k_00145,4.166893662875602e-07
p1k_00146,2.331596266137745e-06
p1k_00147,2.4226973572508956e-06
p1k_00148,1.3198562214421552e-06
p1k_00149,2.2845309370350585e-06
p1k_00150,1.2713794364880061e-06
p1k_00151,1.2735457864184142e-06
p1k_00152,2.3094812254422974e-06
p1k_00153,4.6320099750020565e-07
p1k_00154,3.494772929184137e-07
p1k_00155,3.263085307018847e-07
p1k_00156,1.4156277247948455e-07
p1k_00157,2.248743238971965e-06
p1k_00158,2.1545609679715003e-06
p1k_00159,3.9810375898927225e-07
p1k_00160,2.028454225001582e-06
p1k_00161,1.2826679928192405e-06
p1k_00162,1.2335400675837617e-06
p1k_00163,4.502476472132526e-07
p1k_00164,3.4859261324943524e-07
p1k_00165,2.416209765362386e-06
p1k_00166,2.0547187624660317e-06
p1k_00167,2.923180672802349e-07
p1k_00168,2.6293915801558203e-07
p1k_00169,1.2131468186561355e-06
p1k_00170,1.3247620053434862e-06
p1k_00171,4.3979717337197105e-07
p1k_00172,4.516752533586371e-07
p1k_00173,4.589697015093739e-07
p1k_00174,4.772900356629172e-07
p1k_00175,3.902602694623526e-07
p1k_00176,3.750038061111241e-07
p1k_00177,2.051905607054673e-06
p1k_00178,2.0957564641143054e-06
p1k_00179,1.2701334552286958e-06
p1k_00180,2.1694712016186472e-06
p1k_00181,4.785887997076466e-07
p1k_00182,4.934166887145e-07
p1k_00183,3.416189438896069e-07
p1k_00184,3.1495385003058026e-07
p1k_00185,3.688421096012095e-07
p1k_00186,3.7528411408439053e-07
p1k_00187,3.784885989340902e-07
p1k_00188,2.014270151299494e-07
p1k_00189,2.0610983711946746e-07
p1k_00190,3.8212796363639726e-07
p1k_00191,4.1713431118739534e-07
p1k_00192,3.976324906368981e-07
p1k_00193,3.203966731249666e-07
p1k_00194,3.0659677658396184e-07
p1k_00195,3.978645302039628e-07
p1k_00196,4.3171230091101376e-07
p1k_00197,3.0010353113089623e-07
p1k_00198,2.9271781617054025e-07
p1k_00199,3.0874889135920016e-07
p1k_00200,3.602373806388188e-07
p1k_00201,3.835921021458211e-07
p1k_00202,3.554513384569669e-07
p1k_00203,3.8848278420135443e-07
p1k_00204,3.864259826863177e-07
p1k_00205,2.741595720676664e-07
p1k_00206,2.895191671937574e-07
p1k_00207,4.03800645467737e-07
p1k_00208,3.9369384362990795e-07
p1k_00209,4.63591166160937e-07
p1k_00210,3.510980709010833e-07
p1k_00211,4.133481773062256e-07
p1k_00212,3.9048059931878904e-07
p1k_00213,4.179283971327062e-07
p1k_00214,3.993303358807752e-07
p1k_00215,4.433956401010721e-07
p1k_00216,4.569292770170276e-07
p1k_00217,3.015832478209171e-07
p1k_00218,2.8519442580050954e-07
p1k_00219,3.3883916032052627e-07
p1k_00220,3.258406352813458e-07
p1k_00221,3.627437971987226e-07
p1k_00222,3.9472294565184963e-07
p1k_00223,3.7754180868162925e-07
p1k_00224,3.956179205138289e-07
p1k_00225,3.8835497056409735e-07
p1k_00226,4.0295464263405826e-07
p1k_00227,2.8072693164315655e-07
p1k_00228,3.127743071366327e-07
p1k_00229,2.552588443888448e-07
p1k_00230,2.8194583444259307e-07
p1k_00231,2.833441160963348e-07
p1k_00232,2.848932579674157e-07
p1k_00233,3.701770746149531e-07
p1k_00234,2.1977332594917964e-06
p1k_00235,2.110645252000272e-06
p1k_00236,3.5599909646252474e-07
p1k_00237,3.948358819680585e-07
p1k_00238,2.7787738444719495e-07
p1k_00239,2.809620678778408e-07
p1k_00240,4.601521532240241e-07
p1k_00241,1.315937410672437e-06
p1k_00242,2.1669322051150785e-06
p1k_00243,4.780405104132257e-07
p1k_00244,1.3405919669395141e-06
p1k_00245,2.250654236554709e-06
p1k_00246,2.1884839162099007e-06
p1k_00247,4.1854054504464886e-07
p1k_00248,4.0616835474098506e-07
p1k_00249,4.502925364594763e-07
p1k_00250,4.6047326259119085e-07
p1k_00251,3.335583966796195e-07
p1k_00252,2.8739977876297624e-07
p1k_00253,2.9678015040433123e-07
p1k_00254,2.430642775410504e-07
p1k_00255,4.716338588143839e-07
p1k_00256,4.944377963869399e-07
p1k_00257,1.2828864619522717e-06
p1k_00258,1.2792990484759903e-06
p1k_00259,2.917072689622942e-06
p1k_00260,2.897677525230369e-06
p1k_00261,2.4882025860127716e-06
p1k_00262,2.4484997660995392e-06
p1k_00263,2.630211937830359e-06
p1k_00264,2.756080844890912e-06
p1k_00265,2.055549053017986e-06
p1k_00266,2.0488897657577434e-06
p1k_00267,4.5405821039874663e-07
p1k_00268,4.440812960130798e-07
p1k_00269,1.2407858676391795e-06
p1k_00270,1.3156338042131414e-06
p1k_00271,4.183001428421255e-07
p1k_00272,4.4617985167634996e-07
p1k_00273,1.2909289066550432e-06
p1k_00274,4.5381519538298633e-07
p1k_00275,4.1133717248700407e-07
p1k_00276,3.8514252776403677e-07
p1k_00277,4.261595638542815e-07
p1k_00278,3.883101042500979e-07
p1k_00279,3.5778763276721917e-07
p1k_00280,3.4967953738652613e-07
p1k_00281,2.5809338483490226e-06
p1k_00282,2.038587477921366e-06
p1k_00283,4.847694048240089e-07
p1k_00284,4.6801032744887906e-07
p1k_00285,2.038649190503624e-06
p1k_00286,4.723365196472115e-07
p1k_00287,4.526282160940558e-07
p1k_00288,4.882281049393639e-07
p1k_00289,3.6687571789830527e-07
p1k_00290,3.6320279824084144e-07
p1k_00291,4.5467627037347616e-07
p1k_00292,4.5796025186248184e-07
p1k_00293,4.0035653964294143e-07
p1k_00294,3.9363851471019036e-07
p1k_00295,3.0870802867615088e-06
p1k_00296,3.033073108954472e-06
p1k_00297,4.527485839794892e-07
p1k_00298,4.51997169108564e-07
p1k_00299,1.4671027357665364e-06
p1k_00300,1.5166189043935757e-06
p1k_00301,1.3059966129149958e-06
p1k_00302,1.2973522088372812e-06
p1k_00303,4.2951691675932214e-07
p1k_00304,4.308257961365387e-07
p1k_00305,1.4832586296618364e-06
p1k_00306,1.5009518111174455e-06
p1k_00307,2.1070410428036165e-06
p1k_00308,2.1100582147670597e-06
p1k_00309,4.278964913078749e-07
p1k_00310,4.362124346874141e-07
p1k_00311,4.373322899649969e-07
p1k_00312,4.668175410612872e-07
p1k_00313,2.8603581228863434e-06
p1k_00314,2.8212460972366945e-06
p1k_00315,2.793269863967768e-06
p1k_00316,2.799543675430967e-06
p1k_00317,4.829704866403887e-07
p1k_00318,1.2469732575524588e-06
p1k_00319,2.0767169309472286e-06
p1k_00320,2.0899401344469515e-06
p1k_00321,3.1217825768965223e-06
p1k_00322,3.177601685159563e-06
p1k_00323,3.1187119912144877e-06
p1k_00324,3.2094898653928093e-06
p1k_00325,2.37710279181782e-06
p1k_00326,2.5638623836319024e-06
p1k_00327,2.445401913675898e-06
p1k_00328,2.3746602700437586e-06
p1k_00329,2.036751796918154e-06
p1k_00330,4.74927536030244e-07
p1k_00331,4.630474105135119e-07
p1k_00332,4.516553083283121e-07
p1k_00333,4.65139036539792e-07
p1k_00334,4.5227670222465577e-07
p1k_00335,4.6796726270652166e-07
p1k_00336,4.7611729328631003e-07
p1k_00337,4.355950987827621e-07
p1k_00338,4.460459676414134e-07
p1k_00339,4.846243296158821e-07
p1k_00340,4.6022009186884726e-07
p1k_00341,2.2752194306829875e-06
p1k_00342,2.2779238226646084e-06
p1k_00343,2.636642036093652e-06
p1k_00344,2.400924273683849e-06
p1k_00345,3.5151344397475605e-06
p1k_00346,2.9465354362823973e-06
p1k_00347,2.9697820756306133e-06
p1k_00348,2.8441364499437078e-06
p1k_00349,2.5370991736775066e-06
p1k_00350,2.5722061196048895e-06
p1k_00351,3.252095328477507e-06
p1k_00352,3.308954484099327e-06
p1k_00353,1.3029536637180347e-06
p1k_00354,1.2614532509618044e-06
p1k_00355,2.427657455352083e-06
p1k_00356,2.043685376954391e-06
p1k_00357,4.427073771337898e-07
p1k_00358,4.4714521538300684e-07
p1k_00359,3.257796595068011e-07
p1k_00360,2.7700827186973124e-06
p1k_00361,2.238288332223015e-06
p1k_00362,2.5044505420828354e-06
p1k_00363,1.9313866742935018e-07
p1k_00364,4.319510756622722e-07
p1k_00365,2.3690702228475485e-06
p1k_00366,2.2219883755764e-06
p1k_00367,2.753763805345674e-06
p1k_00368,3.103796118486934e-06
p1k_00369,2.8812901310575416e-06
p1k_00370,3.0471105011279603e-06
p1k_00371,3.593770652859021e-06
p1k_00372,3.785871424791489e-06
p1k_00373,3.682497351040305e-06
p1k_00374,3.742864119265596e-06
p1k_00375,3.17600059273167e-06
p1k_00376,3.542360604773995e-06
p1k_00377,3.1024253587499774e-06
p1k_00378,3.1648453413479427e-06
p1k_00379,3.848005746457725e-06
p1k_00380,3.885809037022275e-06
p1k_00381,3.321173686467623e-06
p1k_00382,3.2281728360803165e-06
p1k_00383,3.871821798425794e-06
p1k_00384,3.622344980327327e-06
p1k_00385,3.77384673987722e-06
p1k_00386,3.672237064556275e-06
p1k_00387,4.4553892760855265e-07
p1k_00388,4.1014238066284065e-07
p1k_00389,3.818045418472065e-07
p1k_00390,3.9118261549579136e-07
p1k_00391,4.3317222450444806e-07
p1k_00392,4.361741426796518e-07
p1k_00393,4.39087653648253e-07
p1k_00394,3.898683023167347e-07
p1k_00395,3.503961203250968e-07
p1k_00396,3.614363248262682e-07
p1k_00397,4.127475509435522e-07
p1k_00398,3.630304708602204e-07
p1k_00399,4.0479224522842526e-07
p1k_00400,4.4299887832496916e-07
p1k_00401,4.0636116125663666e-07
p1k_00402,4.204953350844161e-07
p1k_00403,3.621878475433529e-07
p1k_00404,4.4565808909790064e-07
p1k_00405,3.788910205289755e-07
p1k_00406,3.7742165103953395e-07
p1k_00407,3.826841665939752e-07
p1k_00408,4.1614397616897046e-07
p1k_00409,4.7107679185016486e-07
p1k_00410,4.240158471561431e-07
p1k_00411,4.5521315164079457e-07
p1k_00412,4.420692755717859e-07
p1k_00413,4.582774167986217e-07
p1k_00414,4.347817783098576e-07
p1k_00415,1.2917362081261286e-06
p1k_00416,1.2485634826851926e-06
p1k_00417,4.3196830900906424e-07
p1k_00418,1.2547613704580107e-06
p1k_00419,3.574030866200617e-07
p1k_00420,3.902174944798505e-07
p1k_00421,4.4098995233006393e-07
p1k_00422,3.9096756273632575e-07
p1k_00423,4.006937975239203e-07
p1k_00424,3.893857692362599e-07
p1k_00425,4.0457907105884296e-07
p1k_00426,1.2362015164973897e-06
p1k_00427,4.321677699571877e-07
p1k_00428,4.0587203611340103e-07
p1k_00429,4.22587067791755e-07
p1k_00430,4.261285976565548e-07
p1k_00431,3.7612951703960315e-07
p1k_00432,3.81713818236929e-07
p1k_00433,3.7340652170239555e-07
p1k_00434,3.2870830410355997e-07
p1k_00435,3.919543775727301e-07
p1k_00436,3.9827135668816506e-07
p1k_00437,3.4298070880916395e-07
p1k_00438,3.3856810404872064e-07
p1k_00439,3.2555138687909574e-07
p1k_00440,2.859838655858367e-07
p1k_00441,3.897225660188476e-07
p1k_00442,4.018532291613983e-07
p1k_00443,3.992268423971607e-07
p1k_00444,1.2395071686948926e-06
p1k_00445,4.0113847181284073e-07
p1k_00446,3.9353485552253826e-07
p1k_00447,3.967258666988809e-07
p1k_00448,4.689609222342119e-07
p1k_00449,4.815828393427943e-07
p1k_00450,2.318264508863534e-06
p1k_00451,1.3352551809450084e-06
p1k_00452,2.2229283921915667e-06
p1k_00453,4.515409255446061e-07
p1k_00454,1.2294541837768905e-06
p1k_00455,9.536867934660167e-08
p1k_00456,9.536867934660167e-08
p1k_00457,1.9649543471719603e-07
p1k_00458,1.8869391950315727e-07
p1k_00459,3.1457961204958655e-07
p1k_00460,3.086706077950407e-07
p1k_00461,3.499017587502421e-07
p1k_00462,3.46026444733453e-07
p1k_00463,3.4757356568405184e-07
p1k_00464,3.372500585605431e-07
p1k_00465,9.536867934660167e-08
p1k_00466,9.536867934660167e-08
p1k_00467,2.0197121106169169e-07
p1k_00468,2.3724742433255245e-07
p1k_00469,2.337887683000578e-06
p1k_00470,2.221674003801088e-06
p1k_00471,1.265099623322186e-06
p1k_00472,1.2137405492751237e-06
p1k_00473,3.7212317813101563e-07
p1k_00474,4.027612949670104e-07
p1k_00475,1.2836057321888374e-06
p1k_00476,1.279547216298479e-06
p1k_00477,2.1192148152964226e-06
p1k_00478,2.1180668849164315e-06
p1k_00479,2.7772936105131855e-07
p1k_00480,2.699086946983083e-07
p1k_00481,9.536867934660167e-08
p1k_00482,9.536867934660167e-08
p1k_00483,3.4236786594700597e-07
p1k_00484,3.510516338116616e-07
p1k_00485,2.345594546420062e-06
p1k_00486,2.3033522202390307e-06
p1k_00487,4.5368419831866613e-07
p1k_00488,4.651202259506702e-07
p1k_00489,4.328659294693023e-07
p1k_00490,4.027486702948773e-07
p1k_00491,3.265588566843567e-07
p1k_00492,3.288349136874237e-07
p1k_00493,4.809694633460164e-07
p1k_00494,1.2446067546482267e-06
p1k_00495,2.497423926302368e-06
p1k_00496,2.597810062594232e-06
p1k_00497,9.628879505301338e-08
p1k_00498,9.536867934660167e-08
p1k_00499,2.2156978023086697e-07
p1k_00500,2.1997892985726542e-07
p1k_00501,2.221532785280249e-06
p1k_00502,1.2338767701588045e-06
p1k_00503,1.2644524479719327e-06
p1k_00504,4.637785212401952e-07
p1k_00505,2.8250268807060264e-07
p1k_00506,2.777964910951578e-07
p1k_00507,3.2797543670529915e-07
p1k_00508,3.2125864600126824e-07
p1k_00509,4.5891262117111474e-07
p1k_00510,4.7360431797008883e-07
p1k_00511,2.475430276386393e-06
p1k_00512,2.754375939746615e-06
p1k_00513,2.6306695958582777e-06
p1k_00514,2.164193574132943e-06
p1k_00515,1.3915409786556928e-06
p1k_00516,4.565739878709075e-07
p1k_00517,2.0714470244527824e-06
p1k_00518,2.304916600290564e-06
p1k_00519,2.291202741671295e-06
p1k_00520,2.043203518069495e-06
p1k_00521,2.02727067814284e-06
p1k_00522,1.410023836223857e-06
p1k_00523,1.36443700600321e-06
p1k_00524,3.5341394870098336e-07
p1k_00525,1.265663091856218e-06
p1k_00526,1.298183260510777e-06
p1k_00527,1.2699504190746602e-06
p1k_00528,2.280011969683626e-06
p1k_00529,1.3157117342887196e-06
p1k_00530,2.1110679107412147e-06
p1k_00531,2.2496435939755305e-06
p1k_00532,2.0670792461149678e-06
p1k_00533,2.1986345577614368e-06
p1k_00534,2.1734369457608604e-06
p1k_00535,2.1522408697027746e-06
p1k_00536,1.3651089977201544e-06
p1k_00537,1.2645553385229576e-06
p1k_00538,2.189818408778909e-06
p1k_00539,1.8709335657469993e-06
p1k_00540,4.539448752325519e-07
p1k_00541,4.779244225117013e-07
p1k_00542,4.4939856190868885e-07
p1k_00543,4.68972361112344e-07
p1k_00544,1.5054108428563547e-06
p1k_00545,1.2945679609157575e-06
p1k_00546,4.594326600858558e-07
p1k_00547,4.836730739610863e-07
p1k_00548,3.8732271676600674e-07
p1k_00549,4.004633340174144e-07
p1k_00550,4.135658508248487e-07
p1k_00551,3.7587019657517647e-07
p1k_00552,3.106892553919025e-06
p1k_00553,3.228103430014905e-06
p1k_00554,3.1149714076086694e-06
p1k_00555,3.4465050834299623e-06
p1k_00556,2.7192016378884034e-06
p1k_00557,4.205169932530672e-07
p1k_00558,2.197724166047496e-06
p1k_00559,2.2405835949066325e-06
p1k_00560,1.4346485386388137e-06
p1k_00561,1.4525156712387426e-06
p1k_00562,2.0880032913522407e-06
p1k_00563,1.2554625882774718e-06
p1k_00564,4.835651828239731e-07
p1k_00565,4.537822897294889e-07
p1k_00566,4.6172629896491893e-07
p1k_00567,2.1451502184996883e-06
p1k_00568,2.828994705836928e-07
p1k_00569,3.4016661987696023e-07
p1k_00570,2.6487432696060075e-06
p1k_00571,2.13107375493924e-06
p1k_00572,4.708534894948332e-07
p1k_00573,2.620186043946939e-06
p1k_00574,3.651022100163167e-07
p1k_00575,3.882011062735418e-07
p1k_00576,2.5112218095213297e-06
p1k_00577,2.6035820143048837e-06
p1k_00578,2.262796444776482e-06
p1k_00579,2.3065956730510765e-06
p1k_00580,2.2426674255157995e-06
p1k_00581,3.340015285770349e-06
p1k_00582,2.5335234556273664e-06
p1k_00583,2.448838832020194e-06
p1k_00584,3.4408308144071447e-07
p1k_00585,3.164230725951119e-07
p1k_00586,1.2638236669318334e-06
p1k_00587,4.379518767017528e-07
p1k_00588,4.1851332999583844e-07
p1k_00589,1.4064790344316742e-06
p1k_00590,1.4713456937907392e-06
p1k_00591,1.3663433780109953e-06
p1k_00592,1.6200335017498508e-06
p1k_00593,4.5527941547222667e-07
p1k_00594,3.6257324622067583e-06
p1k_00595,2.660567451017776e-06
p1k_00596,1.2545593540731849e-06
p1k_00597,4.57213670879723e-07
p1k_00598,1.3926467339636205e-06
p1k_00599,1.2623215479826996e-06
p1k_00600,2.5983129970147183e-06
p1k_00601,2.927826096141776e-06
p1k_00602,3.2990930682421995e-06
p1k_00603,2.8139410810017937e-06
p1k_00604,2.9408434205680227e-06
p1k_00605,1.3885671166313469e-06
p1k_00606,2.2413324397329186e-06
p1k_00607,2.3638031506992807e-06
p1k_00608,2.2972486127969906e-06
p1k_00609,2.323924719002532e-06
p1k_00610,2.3777736160270885e-06
p1k_00611,2.4669694497986164e-06
p1k_00612,2.5939843531946917e-06
p1k_00613,2.677504492439988e-06
p1k_00614,4.281221498419103e-07
p1k_00615,4.371067233429624e-07
p1k_00616,2.281659302923521e-06
p1k_00617,2.3287254206652823e-06
p1k_00618,2.2598873330954927e-06
p1k_00619,2.340627282031433e-06
p1k_00620,2.4097405901254787e-06
p1k_00621,2.5704849355169098e-06
p1k_00622,2.8594821723624446e-06
p1k_00623,2.930117647490726e-06
p1k_00624,2.4309226788137575e-06
p1k_00625,2.4268740786429334e-06
p1k_00626,2.334754811804256e-06
p1k_00627,2.3167102249334456e-06
p1k_00628,2.2708189217332945e-06
p1k_00629,2.3471831215604108e-06
p1k_00630,2.204304690130471e-06
p1k_00631,1.3985189351659778e-06
p1k_00632,2.2227072349883207e-06
p1k_00633,2.24450620424748e-06
p1k_00634,2.282177500725538e-06
p1k_00635,2.5679689620506416e-06
p1k_00636,2.3951058016651618e-06
p1k_00637,1.493801698661873e-06
p1k_00638,2.2989090996766288e-06
p1k_00639,2.34468355247304e-06
p1k_00640,2.2359429337973268e-06
p1k_00641,2.163900667909947e-06
p1k_00642,2.3530744774166776e-06
p1k_00643,2.3636542464691616e-06
p1k_00644,2.329746238397672e-06
p1k_00645,2.3602666666476737e-06
p1k_00646,2.648341679556973e-06
p1k_00647,2.564714088479171e-06
p1k_00648,2.4554849868795658e-06
p1k_00649,2.4661846771127973e-06
p1k_00650,2.3339133336875457e-06
p1k_00651,2.404047827652068e-06
p1k_00652,1.324641911191624e-06
p1k_00653,2.11521243192354e-06
p1k_00654,2.245712350008367e-06
p1k_00655,2.292196189312474e-06
p1k_00656,1.3934768370110491e-06
p1k_00657,2.472680362798735e-06
p1k_00658,2.6594600916422194e-06
p1k_00659,2.631407783787678e-06
p1k_00660,2.128710201566321e-06
p1k_00661,2.286870565663894e-06
p1k_00662,2.912661073673164e-06
p1k_00663,2.726377486096283e-06
p1k_00664,2.41993073555097e-06
p1k_00665,2.3604366069887995e-06
p1k_00666,4.553793699926178e-07
p1k_00667,4.0459178312004877e-07
p1k_00668,2.455809862961293e-06
p1k_00669,2.2340410444879756e-06
p1k_00670,2.273843032758542e-06
p1k_00671,2.3192461794713354e-06
p1k_00672,2.702946597596134e-06
p1k_00673,2.589494082168661e-06
p1k_00674,2.540510236737333e-06
p1k_00675,2.5813938559710244e-06
p1k_00676,2.4251671118561905e-06
p1k_00677,2.43344099906447e-06
p1k_00678,2.233685606119004e-06
p1k_00679,2.3191412029078314e-06
p1k_00680,2.303836371846601e-06
p1k_00681,2.3070387822754877e-06
p1k_00682,2.64720639953649e-06
p1k_00683,2.6846289758413848e-06
p1k_00684,2.4501975381941794e-06
p1k_00685,2.544002591817375e-06
p1k_00686,2.61876962493958e-06
p1k_00687,2.794761620212049e-06
p1k_00688,3.2512465813765275e-06
p1k_00689,3.3835004239607656e-06
p1k_00690,2.59460317814478e-06
p1k_00691,2.3938446820819385e-06
p1k_00692,1.477082276059181e-06
p1k_00693,2.288576764117788e-06
p1k_00694,2.296154598502895e-06
p1k_00695,1.4227917018359347e-06
p1k_00696,2.334792022937028e-06
p1k_00697,2.3660303686502523e-06
p1k_00698,2.252752414206102e-06
p1k_00699,2.242890276628613e-06
p1k_00700,1.246902022335151e-06
p1k_00701,1.2955293062933507e-06
p1k_00702,2.3045925212641144e-06
p1k_00703,1.3903372265843894e-06
p1k_00704,2.3152581349206253e-06
p1k_00705,2.3570017068601388e-06
p1k_00706,2.372293343430564e-06
p1k_00707,2.382209241044082e-06
p1k_00708,2.8496803007895814e-06
p1k_00709,2.7753266170409234e-06
p1k_00710,2.8323940982034287e-06
p1k_00711,3.054625522253303e-06
p1k_00712,3.1036623790003977e-06
p1k_00713,3.162459099208333e-06
p1k_00714,3.114193521263396e-06
p1k_00715,3.13134603511942e-06
p1k_00716,3.261944027190152e-06
p1k_00717,3.4978712281469274e-06
p1k_00718,2.366829733259197e-06
p1k_00719,2.695009891665475e-06
p1k_00720,9.536867934660167e-08
p1k_00721,2.8311910555683984e-06
p1k_00722,2.5485824882663576e-06
p1k_00723,2.7517736949365636e-06
p1k_00724,2.2376265019979626e-06
p1k_00725,2.5257330638985253e-06
