gene_name,gene_id,tu_name,tu_id
ecpC,b0291,ecpBCDE,ECK120026593
ecpC,b0291,ecpBCDE,ECK120034120
ecpB,b0292,ecpBCDE,ECK120026593
ecpB,b0292,ecpBCDE,ECK120034120
ecpA,b0293,ecpA,ECK120026594
ecpR,b0294,ecpR,ECK120026595
ykgL,b0295,ykgL,ECK120021060
ykgO,b4506,ykgMO,ECK120026596
ykgM,b0296,ykgMO,ECK120026596
ykgR,b4671,ykgR,ECK125095421
eaeH,b0297,eaeH-insEF-1E-1F-1,ECK120026597
ykgA,b0300,ykgA,ECK120026598
rclC,b0301,rclBC,ECK120026599
rclC,b0301,rclABC,ECK120029300
rclB,b0303,rclBC,ECK120026599
rclB,b0303,rclABC,ECK120029300
rclA,b0304,rclABC,ECK120029300
rclR,b0305,rclR,ECK120026600
ykgE,b0306,ykgEFG,ECK120026601
ykgF,b0307,ykgEFG,ECK120026601
ykgG,b0308,ykgEFG,ECK120026601
ykgH,b0310,ykgH,ECK120026602
betA,b0311,betIBA,ECK120009307
betB,b0312,betIBA,ECK120009307
betI,b0313,betIBA,ECK120009307
betT,b0314,betT,ECK120009308
yahA,b0315,pdeL,ECK120026603
yahA,b0315,pdeL,ECK120030641
yahB,b0316,yahB,ECK120026604
yahC,b0317,yahC,ECK120026605
yahD,b0318,yahDEFG,ECK120026606
yahE,b0319,yahDEFG,ECK120026606
yahE,b0319,yahE,ECK125095457
yahF,b0320,yahDEFG,ECK120026606
yahG,b0321,yahDEFG,ECK120026606
yahI,b0323,yahIJ,ECK120026608
yahJ,b0324,yahIJ,ECK120026608
yahK,b0325,yahK,ECK120029301
yahL,b0326,yahL,ECK120026609
yahM,b0327,yahM,ECK120026610
yahN,b0328,yahN,ECK120020492
yahO,b0329,yahO,ECK120020493
prpR,b0330,prpR,ECK120015177
prpB,b0331,prpBCDE,ECK120010936
prpC,b0333,prpBCDE,ECK120010936
prpD,b0334,prpBCDE,ECK120010936
prpE,b0335,prpBCDE,ECK120010936
codB,b0336,codBA,ECK120009388
codA,b0337,codBA,ECK120009388
cynR,b0338,cynR,ECK120009335
cynT,b0339,cynTSX,ECK120009334
cynT,b0339,cynTS,ECK120030201
cynS,b0340,cynTSX,ECK120009334
cynS,b0340,cynTS,ECK120030201
cynX,b0341,cynTSX,ECK120009334
lacA,b0342,lacZYA,ECK120009043
lacA,b0342,lacZYA,ECK120009044
lacA,b0342,lacZYA,ECK120009045
lacA,b0342,lacZYA,ECK120009229
lacA,b0342,lacYA,ECK120033582
lacY,b0343,lacZYA,ECK120009043
lacY,b0343,lacZYA,ECK120009044
lacY,b0343,lacZYA,ECK120009045
lacY,b0343,lacZYA,ECK120009229
lacY,b0343,lacYA,ECK120033582
lacZ,b0344,lacZYA,ECK120009043
lacZ,b0344,lacZYA,ECK120009044
lacZ,b0344,lacZYA,ECK120009045
lacZ,b0344,lacZYA,ECK120009229
lacI,b0345,mhpR-lacI,ECK120010907
lacI,b0345,lacI,ECK120011054
lacI,b0345,mhpR-lacI,ECK125135064
mhpR,b0346,mhpR-lacI,ECK120010907
mhpR,b0346,mhpR-lacI,ECK125135064
mhpA,b0347,mhpABCDFE,ECK120008972
mhpB,b0348,mhpABCDFE,ECK120008972
mhpC,b0349,mhpABCDFE,ECK120008972
mhpD,b0350,mhpABCDFE,ECK120008972
mhpF,b0351,mhpABCDFE,ECK120008972
mhpE,b0352,mhpABCDFE,ECK120008972
mhpT,b0353,mhpT,ECK120026613
yaiL,b0354,yaiL,ECK120026614
frmB,b0355,frmRAB,ECK120026615
frmA,b0356,frmRAB,ECK120026615
frmR,b0357,frmRAB,ECK120026615
yaiO,b0358,yaiX_2O,ECK120026616
yaiP,b0363,yaiP,ECK120026619
yaiS,b0364,yaiS,ECK120010958
tauA,b0365,tauABCD,ECK120009736
tauB,b0366,tauABCD,ECK120009736
tauC,b0367,tauABCD,ECK120009736
tauD,b0368,tauABCD,ECK120009736
hemB,b0369,hemB,ECK120026621
yaiT,b4580,yaiT,ECK120020494
yaiV,b0375,iprA,ECK120026625
ampH,b0376,ampH,ECK120021191
ampH,b0376,ampH,ECK120034121
sbmA,b0377,sbmA-yaiW,ECK120010928
yaiW,b0378,sbmA-yaiW,ECK120010928
yaiY,b0379,yaiY,ECK120020495
yaiY,b0379,yaiY,ECK125135396
yaiZ,b0380,yaiZ,ECK120020498
ddlA,b0381,ddlA,ECK120021204
iraP,b0382,iraP,ECK120026626
iraP,b0382,iraP,ECK120034122
phoA,b0383,phoA-psiF,ECK120009245
psiF,b0384,phoA-psiF,ECK120009245
yaiC,b0385,dgcC,ECK120026302
proC,b0386,proC,ECK120020439
yaiI,b0387,yaiI,ECK120026627
aroL,b0388,aroL-yaiA-aroM,ECK120009204
aroL,b0388,aroL-yaiA-aroM,ECK125165386
yaiA,b0389,aroL-yaiA-aroM,ECK120009204
yaiA,b0389,yaiA-aroM,ECK120033759
yaiA,b0389,aroL-yaiA-aroM,ECK125165386
aroM,b0390,aroL-yaiA-aroM,ECK120009204
aroM,b0390,yaiA-aroM,ECK120033759
aroM,b0390,aroL-yaiA-aroM,ECK125165386
yaiE,b0391,ppnP,ECK120026628
ykiA,b0392,ykiA,ECK120026629
rdgC,b0393,rdgC,ECK120020441
mak,b0394,mak,ECK120021242
araJ,b0396,araJ,ECK120009292
sbcC,b0397,sbcDC,ECK120026630
sbcD,b0398,sbcDC,ECK120026630
phoB,b0399,phoBR,ECK120009246
phoR,b0400,phoBR,ECK120009246
brnQ,b0401,brnQ-proY,ECK120026631
proY,b0402,brnQ-proY,ECK120026631
malZ,b0403,malZ,ECK120009082
acpH,b0404,acpH,ECK120021187
queA,b0405,queA,ECK120011055
tgt,b0406,tgt-yajC,ECK120009835
yajC,b0407,yajC-secDF,ECK120009834
yajC,b0407,tgt-yajC,ECK120009835
secD,b0408,yajC-secDF,ECK120009834
secF,b0409,yajC-secDF,ECK120009834
yajD,b0410,yajD,ECK120026632
tsx,b0411,tsx,ECK120009633
tsx,b0411,tsx,ECK120009634
yajI,b0412,yajI,ECK120026633
nrdR,b0413,nrdR-ribDE-nusB-thiL-pgpA,ECK120026634
ribD,b0414,nrdR-ribDE-nusB-thiL-pgpA,ECK120026634
ribE,b0415,nrdR-ribDE-nusB-thiL-pgpA,ECK120026634
ribE,b0415,ribE-nusB-thiL-pgpA,ECK120033555
nusB,b0416,nrdR-ribDE-nusB-thiL-pgpA,ECK120026634
nusB,b0416,ribE-nusB-thiL-pgpA,ECK120033555
thiL,b0417,nrdR-ribDE-nusB-thiL-pgpA,ECK120026634
thiL,b0417,ribE-nusB-thiL-pgpA,ECK120033555
pgpA,b0418,nrdR-ribDE-nusB-thiL-pgpA,ECK120026634
pgpA,b0418,ribE-nusB-thiL-pgpA,ECK120033555
yajO,b0419,xseB-ispA-dxs-yajO,ECK120009561
yajO,b0419,yajO,ECK120033574
dxs,b0420,xseB-ispA-dxs-yajO,ECK120009561
ispA,b0421,xseB-ispA-dxs-yajO,ECK120009561
xseB,b0422,xseB-ispA-dxs-yajO,ECK120009561
thiI,b0423,thiI,ECK120020474
yajL,b0424,panE-yajL,ECK120026636
panE,b0425,panE-yajL,ECK120026636
yajQ,b0426,yajQ,ECK120020499
yajR,b0427,yajR,ECK120026637
cyoE,b0428,cyoABCDE,ECK120009294
cyoD,b0429,cyoABCDE,ECK120009294
cyoC,b0430,cyoABCDE,ECK120009294
cyoB,b0431,cyoABCDE,ECK120009294
cyoA,b0432,cyoABCDE,ECK120009294
ampG,b0433,ampG,ECK120026638
ampG,b0433,yajG-ampG,ECK125203409
yajG,b0434,yajG,ECK120026639
yajG,b0434,yajG-ampG,ECK125203409
bolA,b0435,bolA,ECK120009573
bolA,b0435,bolA,ECK120027938
tig,b0436,tig,ECK120026640
tig,b0436,tig,ECK120027941
tig,b0436,tig,ECK120034123
clpP,b0437,clpPX,ECK120009441
clpP,b0437,clpPX,ECK120009604
clpP,b0437,clpPX,ECK120033570
clpX,b0438,clpPX,ECK120009441
clpX,b0438,clpPX,ECK120009604
clpX,b0438,clpX-lon,ECK120033241
clpX,b0438,clpPX,ECK120033570
lon,b0439,lon,ECK120011097
lon,b0439,clpX-lon,ECK120033241
hupB,b0440,hupB,ECK120009774
hupB,b0440,hupB,ECK120009775
hupB,b0440,hupB,ECK120009776
hupB,b0440,hupB,ECK120009777
ppiD,b0441,ppiD,ECK120011115
ppiD,b0441,ppiD,ECK120011116
ybaV,b0442,ybaV,ECK120026642
fadM,b0443,fadM,ECK120026643
queC,b0444,queC,ECK120026644
ybaE,b0445,ybaE,ECK120026645
cof,b0446,cof,ECK120026646
ybaO,b0447,decR,ECK120026647
mdlA,b0448,mdlAB,ECK120026648
mdlB,b0449,mdlAB,ECK120026648
glnK,b0450,glnK-amtB,ECK120009798
amtB,b0451,glnK-amtB,ECK120009798
tesB,b0452,tesB,ECK120020473
ybaY,b0453,ybaY,ECK120020496
ybaZ,b0454,atl,ECK120020497
ffs,b0455,ffs,ECK120026649
ybaA,b0456,ybaA,ECK120026650
ylaB,b0457,pdeB,ECK120026651
ylaC,b0458,ylaC,ECK120026652
maa,b0459,maa,ECK120026653
hha,b0460,tomB-hha,ECK120026654
tomB,b0461,tomB-hha,ECK120026654
acrB,b0462,acrAB,ECK120009423
acrB,b0462,acrB,ECK120034124
acrA,b0463,acrAB,ECK120009423
acrR,b0464,acrR,ECK120015960
mscK,b0465,mscK,ECK120026655
ybaM,b0466,priC-ybaM,ECK120026656
priC,b0467,priC-ybaM,ECK120026656
ybaN,b0468,ybaN,ECK120026657
apt,b0469,apt,ECK120029303
dnaX,b0470,dnaX,ECK120026658
ybaB,b0471,ybaB-recR,ECK120010925
recR,b0472,ybaB-recR,ECK120010925
htpG,b0473,htpG,ECK120009587
htpG,b0473,htpG,ECK120009588
htpG,b0473,htpG,ECK125095426
adk,b0474,adk,ECK120011056
hemH,b0475,hemH,ECK120026661
aes,b0476,aes,ECK120009083
gsk,b0477,gsk,ECK120021220
ybaL,b0478,ybaL,ECK120026662
fsr,b0479,fsr,ECK120026663
ushA,b0480,ushA,ECK120020478
ybaK,b0481,ybaK,ECK120020500
chiX,b4585,chiX,ECK120020467
ybaP,b0482,ybaP,ECK120020468
ybaQ,b0483,ybaQ,ECK120020469
copA,b0484,copA,ECK120011123
glsA,b0485,glsA-ybaT,ECK120010914
ybaT,b0486,glsA-ybaT,ECK120010914
cueR,b0487,cueR,ECK120026665
ybbJ,b0488,qmcA-ybbJ,ECK120026666
qmcA,b0489,qmcA-ybbJ,ECK120026666
fetA,b0490,fetAB,ECK120026667
fetB,b0491,fetAB,ECK120026667
ybbN,b0492,ybbN,ECK120016408
ybbO,b0493,tesA-ybbO,ECK120011111
tesA,b0494,tesA-ybbO,ECK120011111
ybbA,b0495,ybbAP,ECK120026669
ybbP,b0496,ybbAP,ECK120026669
rhsD,b0497,rhsD-ybbC-ylbH-ybbD,ECK120026670
ybbC,b0498,rhsD-ybbC-ylbH-ybbD,ECK120026670
rhsH,b0499,rhsD-ybbC-ylbH-ybbD,ECK120026670
ybbD,b0501,rhsD-ybbC-ylbH-ybbD,ECK120026670
ylbG,b0502,ylbG,ECK120026671
mnmH,b0503,selU,ECK120030125
allS,b0504,allS,ECK120015330
allA,b0505,allA,ECK120015329
allR,b0506,allR,ECK120026303
gcl,b0507,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
hyi,b0508,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
glxR,b0509,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
ybbW,b0511,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
allB,b0512,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
ybbY,b0513,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
ybbY,b0513,ybbY-glxK,ECK120034125
glxK,b0514,gcl-hyi-glxR-ybbW-allB-ybbY-glxK,ECK120015331
glxK,b0514,glxK,ECK120033578
glxK,b0514,ybbY-glxK,ECK120034125
allE,b0515,allDCE,ECK120015332
allC,b0516,allDCE,ECK120015332
allD,b0517,allDCE,ECK120015332
fdrA,b0518,fdrA-ylbEF-ybcF,ECK120026672
ylbE,b4572,fdrA-ylbEF-ybcF,ECK120026672
ylbF,b0520,fdrA-ylbEF-ybcF,ECK120026672
ybcF,b0521,fdrA-ylbEF-ybcF,ECK120026672
purK,b0522,purEK,ECK120009275
purE,b0523,purEK,ECK120009275
lpxH,b0524,ppiB-lpxH,ECK120026673
ppiB,b0525,ppiB-lpxH,ECK120026673
cysS,b0526,cysS,ECK120020429
ybcI,b0527,ybcI,ECK120026674
ybcJ,b0528,folD-ybcJ,ECK120026675
folD,b0529,folD-ybcJ,ECK120026675
sfmA,b0530,sfmA,ECK120026676
sfmC,b0531,sfmCD,ECK120026677
sfmD,b0532,sfmCD,ECK120026677
sfmH,b0533,sfmHF,ECK120026678
sfmF,b0534,sfmHF,ECK120026678
sfmZ,b0535,fimZ,ECK120021214
argU,b0536,argU,ECK120009673
intD,b0537,intD,ECK120021251
exoD,b0539,ybcC,ECK120026679
peaD,b4508,ybcD,ECK120026680
renD,b0542,renD-emrE,ECK120026682
emrE,b0543,renD-emrE,ECK120026682
emrE,b0543,emrE,ECK120030781
ybcK,b0544,ybcK,ECK120026683
ybcL,b0545,ybcLM,ECK120026684
ybcM,b0546,ybcLM,ECK120026684
ybcN,b0547,ybcN-ninE-ybcO-rusA-ylcG,ECK120026685
ninE,b0548,ybcN-ninE-ybcO-rusA-ylcG,ECK120026685
ybcO,b0549,ybcN-ninE-ybcO-rusA-ylcG,ECK120026685
rusA,b0550,ybcN-ninE-ybcO-rusA-ylcG,ECK120026685
ylcG,b4509,ybcN-ninE-ybcO-rusA-ylcG,ECK120026685
quuD,b0551,ybcQ,ECK120026686
nmpC,b0553,nmpC,ECK120009749
essD,b0554,essD-rrrD-rzpD,ECK120016725
rrrD,b0555,essD-rrrD-rzpD,ECK120016725
rzpD,b0556,essD-rrrD-rzpD,ECK120016725
rzoD,b4510,rzoD,ECK120026688
borD,b0557,borD,ECK120015485
ybcV,b0558,ybcV,ECK120026689
ybcW,b0559,ybcW,ECK120026690
nohD,b0560,nohB,ECK120026691
tfaD,b0561,tfaD,ECK120026692
ybcY,b0562,ybcY,ECK120020501
tfaX,b0563,tfaX,ECK120026693
appY,b0564,appY,ECK120020533
appY,b0564,appY,ECK125136339
ompT,b0565,envY-ompT,ECK120009454
ompT,b0565,ompT,ECK120015493
envY,b0566,envY-ompT,ECK120009454
ybcH,b0567,ybcH,ECK120030188
nfrA,b0568,nfrBA,ECK120009495
nfrB,b0569,nfrBA,ECK120009495
cusS,b0570,cusRS,ECK120008959
cusR,b0571,cusRS,ECK120008959
cusC,b0572,cusCFBA,ECK120008958
cusF,b0573,cusCFBA,ECK120008958
cusB,b0574,cusCFBA,ECK120008958
cusA,b0575,cusCFBA,ECK120008958
pheP,b0576,pheP,ECK120015355
ybdG,b0577,ybdG,ECK120026694
nfsB,b0578,nfsB,ECK120010963
ybdF,b0579,ybdF,ECK120026696
ybdJ,b0580,ybdJ,ECK120026697
ybdK,b0581,ybdK,ECK120026698
hokE,b4415,hokE,ECK120015368
entD,b0583,fepA-entD,ECK120009354
fepA,b0584,fepA-entD,ECK120009354
fes,b0585,fes-ybdZ-entF-fepE,ECK120009460
ybdZ,b4511,fes-ybdZ-entF-fepE,ECK120009460
entF,b0586,fes-ybdZ-entF-fepE,ECK120009460
fepE,b0587,fes-ybdZ-entF-fepE,ECK120009460
fepC,b0588,fepDGC,ECK120009010
fepC,b0588,fepDGC,ECK120009356
fepG,b0589,fepDGC,ECK120009010
fepG,b0589,fepDGC,ECK120009356
fepD,b0590,fepDGC,ECK120009010
fepD,b0590,fepDGC,ECK120009356
entS,b0591,entS,ECK120009112
entS,b0591,entS,ECK120009113
fepB,b0592,fepB,ECK120009355
entC,b0593,entCEBAH,ECK120009357
entE,b0594,entCEBAH,ECK120009357
entB,b0595,entCEBAH,ECK120009357
entA,b0596,entCEBAH,ECK120009357
entH,b0597,entCEBAH,ECK120009357
entH,b0597,entH,ECK120034126
cstA,b0598,cstA,ECK120009170
cstA,b0598,cstA,ECK120009171
cstA,b0598,cstA,ECK120009172
ybdD,b4512,ybdD,ECK120026700
ybdH,b0599,hcxA,ECK120020502
ybdL,b0600,ybdL,ECK120020503
ybdM,b0601,ybdM,ECK120026701
ybdN,b0602,ybdN,ECK120026702
ybdO,b0603,ybdO,ECK120026703
dsbG,b0604,dsbG,ECK120029305
ahpC,b0605,ahpCF,ECK120009267
ahpC,b0605,ahpCF,ECK120051388
ahpF,b0606,ahpCF,ECK120009267
ahpF,b0606,ahpF,ECK120016699
ahpF,b0606,ahpCF,ECK120051388
uspG,b0607,uspG,ECK120020480
ybdR,b0608,ybdR,ECK120029340
rnk,b0610,rnk,ECK120026704
rna,b0611,rna,ECK120026705
citT,b0612,citT,ECK120026706
citG,b0613,citCDEFXG,ECK120026707
citG,b0613,citCDEFXG,ECK120049214
citX,b0614,citCDEFXG,ECK120026707
citX,b0614,citCDEFXG,ECK120049214
citF,b0615,citCDEFXG,ECK120026707
citF,b0615,citCDEFXG,ECK120049214
citE,b0616,citCDEFXG,ECK120026707
citE,b0616,citCDEFXG,ECK120049214
citD,b0617,citCDEFXG,ECK120026707
citD,b0617,citCDEFXG,ECK120049214
citC,b0618,citCDEFXG,ECK120026707
citC,b0618,citCDEFXG,ECK120049214
citA,b0619,dpiBA,ECK120026708
citA,b0619,dpiBA,ECK120049215
citB,b0620,dpiBA,ECK120026708
citB,b0620,dpiBA,ECK120049215
dcuC,b0621,dcuC,ECK120010895
pagP,b0622,pagP,ECK120015338
cspE,b0623,cspE,ECK120026709
cspE,b0623,cspE,ECK120034114
flc,b0624,crcB,ECK120021198
tatE,b0627,tatE,ECK120026711
lipA,b0628,lipA,ECK120026712
ybeF,b0629,ybeF,ECK120026713
lipB,b0630,lipB,ECK120026714
lipB,b0630,ybeD-lipB,ECK120033559
ybeD,b0631,ybeD,ECK120026715
ybeD,b0631,ybeD-lipB,ECK120033559
dacA,b0632,dacA,ECK120026716
rlpA,b0633,rsfS-rlmH-mrdAB-rlpA,ECK120026717
mrdB,b0634,rsfS-rlmH-mrdAB-rlpA,ECK120026717
mrdA,b0635,rsfS-rlmH-mrdAB-rlpA,ECK120026717
rlmH,b0636,rsfS-rlmH-mrdAB-rlpA,ECK120026717
rsfS,b0637,rsfS-rlmH-mrdAB-rlpA,ECK120026717
cobC,b0638,leuS-lptE-holA-nadD-cobC,ECK120026718
nadD,b0639,leuS-lptE-holA-nadD-cobC,ECK120026718
holA,b0640,leuS-lptE-holA-nadD-cobC,ECK120026718
lptE,b0641,leuS-lptE-holA-nadD-cobC,ECK120026718
leuS,b0642,leuS-lptE-holA-nadD-cobC,ECK120026718
ybeL,b0643,ybeL,ECK120020504
ybeQ,b0644,ybeQ,ECK120020505
ybeR,b0645,ybeR-djlB,ECK120026719
djlB,b0646,ybeR-djlB,ECK120026719
ybeT,b0647,ybeT,ECK120020506
ybeU,b0648,ybeU-djlC,ECK120026720
djlC,b0649,ybeU-djlC,ECK120026720
hscC,b0650,hscC,ECK120026721
rihA,b0651,rihA,ECK120026722
gltL,b0652,gltI-sroC-gltJKL,ECK120016723
gltL,b0652,gltI-sroC-gltJKL,ECK125199575
gltK,b0653,gltI-sroC-gltJKL,ECK120016723
gltK,b0653,gltI-sroC-gltJKL,ECK125199575
gltJ,b0654,gltI-sroC-gltJKL,ECK120016723
gltJ,b0654,gltI-sroC-gltJKL,ECK125199575
gltI,b0655,gltI-sroC-gltJKL,ECK120016723
gltI,b0655,gltI-sroC-gltJKL,ECK125199575
lnt,b0657,ybeX-lnt,ECK120026724
lnt,b0657,ybeZYX-lnt,ECK120033560
ybeX,b0658,ybeX-lnt,ECK120026724
ybeX,b0658,ybeZYX-lnt,ECK120033560
ybeY,b0659,ybeZY,ECK120026725
ybeY,b0659,ybeZYX-lnt,ECK120033560
ybeZ,b0660,ybeZY,ECK120026725
ybeZ,b0660,ybeZYX-lnt,ECK120033560
miaB,b0661,miaB,ECK120026726
ubiF,b0662,ubiF,ECK120020477
glnX,b0664,metT-leuW-glnUW-metU-glnVX,ECK120009689
glnX,b0664,glnW-metU-glnVX,ECK120033762
glnV,b0665,metT-leuW-glnUW-metU-glnVX,ECK120009689
glnV,b0665,glnW-metU-glnVX,ECK120033762
metU,b0666,metT-leuW-glnUW-metU-glnVX,ECK120009689
metU,b0666,glnW-metU-glnVX,ECK120033762
glnW,b0668,metT-leuW-glnUW-metU-glnVX,ECK120009689
glnW,b0668,glnW-metU-glnVX,ECK120033762
glnU,b0670,metT-leuW-glnUW-metU-glnVX,ECK120009689
leuW,b0672,metT-leuW-glnUW-metU-glnVX,ECK120009689
metT,b0673,metT-leuW-glnUW-metU-glnVX,ECK120009689
asnB,b0674,asnB,ECK120011057
umpH,b0675,umpH,ECK120009158
umpH,b0675,nagBAC-umpH,ECK120009236
nagC,b0676,nagBAC-umpH,ECK120009236
nagC,b0676,nagC,ECK120033740
nagC,b0676,nagC,ECK120033741
nagA,b0677,nagBAC-umpH,ECK120009236
nagA,b0677,nagA,ECK120015490
nagB,b0678,nagBAC-umpH,ECK120009236
nagE,b0679,nagE,ECK120009023
glnS,b0680,glnS,ECK120011058
glnS,b0680,glnS,ECK120033556
chiP,b0681,chiPQ,ECK120026729
chiQ,b0682,chiPQ,ECK120026729
chiQ,b0682,chiQ,ECK120026730
fur,b0683,uof-fur,ECK120008945
fur,b0683,fldA-uof-fur,ECK120008946
fur,b0683,fur,ECK120008947
fur,b0683,fur,ECK120009313
uof,b4637,uof-fur,ECK120008945
uof,b4637,fldA-uof-fur,ECK120008946
fldA,b0684,fldA-uof-fur,ECK120008946
ybfE,b0685,ybfE,ECK120015367
ybfF,b0686,ybfF,ECK120026731
seqA,b0687,seqA-pgm,ECK120010962
pgm,b0688,seqA-pgm,ECK120010962
ybfP,b0689,ybfP,ECK120026732
ybfG,b0691,ybfHG,ECK120016563
potE,b0692,speF-potE,ECK120009548
speF,b0693,speF-potE,ECK120009548
kdpE,b0694,kdpDE,ECK120009480
kdpD,b0695,kdpDE,ECK120009480
kdpC,b0696,kdpFABC,ECK120009228
kdpB,b0697,kdpFABC,ECK120009228
kdpA,b0698,kdpFABC,ECK120009228
kdpF,b4513,kdpFABC,ECK120009228
ybfA,b0699,ybfA,ECK120026733
rhsC,b0700,rhsC-ybfB,ECK120026734
ybfB,b0702,rhsC-ybfB,ECK120026734
rhsO,b0703,ybfOC,ECK120026735
ybfC,b0704,ybfOC,ECK120026735
ybfQ,b4514,ybfQ,ECK120026736
ybfL,b0705,ybfL,ECK120026737
ybfD,b0706,ybfD,ECK120026738
ybgA,b0707,ybgA-phr,ECK120009753
ybgA,b0707,ybgA-phr,ECK120034539
phr,b0708,ybgA-phr,ECK120009753
phr,b0708,phr,ECK120009755
phr,b0708,ybgA-phr,ECK120034539
dtpD,b0709,dtpD,ECK120020507
ybgI,b0710,ybgI-pxpBCA-nei,ECK120016928
ybgI,b0710,ybgI-pxpBCA-nei,ECK120016929
ybgJ,b0711,ybgI-pxpBCA-nei,ECK120016928
ybgJ,b0711,ybgI-pxpBCA-nei,ECK120016929
ybgK,b0712,ybgI-pxpBCA-nei,ECK120016928
ybgK,b0712,ybgI-pxpBCA-nei,ECK120016929
ybgL,b0713,ybgI-pxpBCA-nei,ECK120016928
ybgL,b0713,ybgI-pxpBCA-nei,ECK120016929
nei,b0714,ybgI-pxpBCA-nei,ECK120016928
nei,b0714,ybgI-pxpBCA-nei,ECK120016929
abrB,b0715,abrB,ECK120026739
ybgO,b0716,ybgQPO,ECK120026740
ybgP,b0717,ybgQPO,ECK120026740
ybgQ,b0718,ybgQPO,ECK120026740
ybgD,b0719,ybgD,ECK120026741
gltA,b0720,gltA,ECK120009298
gltA,b0720,gltA,ECK120009601
sdhC,b0721,sdhCDAB-sucABCD,ECK120009705
sdhD,b0722,sdhDAB,ECK120009169
sdhD,b0722,sdhCDAB-sucABCD,ECK120009705
sdhA,b0723,sdhDAB,ECK120009169
sdhA,b0723,sdhCDAB-sucABCD,ECK120009705
sdhB,b0724,sdhDAB,ECK120009169
sdhB,b0724,sdhCDAB-sucABCD,ECK120009705
sucA,b0726,sucABCD,ECK120009295
sucA,b0726,sdhCDAB-sucABCD,ECK120009705
sucA,b0726,sucAB,ECK125158015
sucB,b0727,sucABCD,ECK120009295
sucB,b0727,sdhCDAB-sucABCD,ECK120009705
sucB,b0727,sucAB,ECK125158015
sucC,b0728,sucABCD,ECK120009295
sucC,b0728,sdhCDAB-sucABCD,ECK120009705
sucD,b0729,sucABCD,ECK120009295
sucD,b0729,sdhCDAB-sucABCD,ECK120009705
mngR,b0730,mngR,ECK120009594
mngA,b0731,mngAB,ECK120009027
mngB,b0732,mngAB,ECK120009027
cydA,b0733,cydAB,ECK120008989
cydA,b0733,cydAB,ECK120008990
cydA,b0733,cydAB,ECK120008991
cydA,b0733,cydAB,ECK120009293
cydA,b0733,cydAB,ECK120009750
cydB,b0734,cydAB,ECK120008989
cydB,b0734,cydAB,ECK120008990
cydB,b0734,cydAB,ECK120008991
cydB,b0734,cydAB,ECK120009293
cydB,b0734,cydAB,ECK120009750
cydX,b4515,cydX-ybgE,ECK120030189
ybgE,b0735,cydX-ybgE,ECK120030189
ybgC,b0736,ybgC-tolQRA,ECK120009555
ybgC,b0736,ybgC-tolQRA,ECK125135472
tolQ,b0737,ybgC-tolQRA,ECK120009555
tolQ,b0737,ybgC-tolQRA,ECK125135472
tolR,b0738,ybgC-tolQRA,ECK120009555
tolR,b0738,ybgC-tolQRA,ECK125135472
tolA,b0739,ybgC-tolQRA,ECK120009555
tolA,b0739,ybgC-tolQRA,ECK125135472
tolB,b0740,tolB-pal-cpoB,ECK120009723
tolB,b0740,tolB-pal-cpoB,ECK125135473
pal,b0741,tolB-pal-cpoB,ECK120009723
pal,b0741,tolB-pal-cpoB,ECK125135473
ybgF,b0742,tolB-pal-cpoB,ECK120009723
ybgF,b0742,tolB-pal-cpoB,ECK125135473
lysT,b0743,lysT-valT-lysW,ECK120009674
valT,b0744,lysT-valT-lysW,ECK120009674
lysW,b0745,lysT-valT-lysW,ECK120009674
valZ,b0746,valZ-lysY,ECK120026742
lysY,b0747,valZ-lysY,ECK120026742
lysZ,b0748,lysZ,ECK120026743
lysQ,b0749,lysQ,ECK120026744
nadA,b0750,nadA-pnuC,ECK120026745
pnuC,b0751,nadA-pnuC,ECK120026745
zitB,b0752,zitB,ECK120026746
ybgS,b0753,ybgS,ECK120026747
aroG,b0754,aroG,ECK120009202
gpmA,b0755,gpmA,ECK120010921
gpmA,b0755,gpmA,ECK125109872
galM,b0756,galETKM,ECK120009036
galM,b0756,galETKM,ECK120009218
galM,b0756,galETKM,ECK120009219
galK,b0757,galETKM,ECK120009036
galK,b0757,galETKM,ECK120009218
galK,b0757,galETKM,ECK120009219
galK,b0757,galETK,ECK125165939
galK,b0757,galETK,ECK125165940
galK,b0757,galK,ECK125165941
galT,b0758,galETKM,ECK120009036
galT,b0758,galETKM,ECK120009218
galT,b0758,galETKM,ECK120009219
galT,b0758,galET,ECK125165937
galT,b0758,galET,ECK125165938
galT,b0758,galETK,ECK125165939
galT,b0758,galETK,ECK125165940
galE,b0759,galETKM,ECK120009036
galE,b0759,galETKM,ECK120009218
galE,b0759,galETKM,ECK120009219
galE,b0759,galE,ECK125165935
galE,b0759,galE,ECK125165936
galE,b0759,galET,ECK125165937
galE,b0759,galET,ECK125165938
galE,b0759,galETK,ECK125165939
galE,b0759,galETK,ECK125165940
modF,b0760,modEF,ECK120026748
