,gene_name,gene_id,tu_name,tu_id,operon_name,operon_id
202,lpxC,b0096,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK120009189,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694
203,lpxC,b0096,lpxC,ECK120026526,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694
204,lpxC,b0096,rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK120033221,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694
205,lpxC,b0096,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK120033235,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694
206,lpxC,b0096,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK120033236,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694
207,lpxC,b0096,lpxC,ECK120034115,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,ECK125108694
208,secM,b0097,secMA-mutT,ECK120009022,secMA-mutT,ECK120015076
209,secA,b0098,secMA-mutT,ECK120009022,secMA-mutT,ECK120015076
210,mutT,b0099,secMA-mutT,ECK120009022,secMA-mutT,ECK120015076
211,yacG,b0101,coaE-zapD-yacG,ECK120026527,coaE-zapD-yacG,ECK125143520
212,yacG,b0101,yacG,ECK120033572,coaE-zapD-yacG,ECK125143520
213,zapD,b0102,coaE-zapD-yacG,ECK120026527,coaE-zapD-yacG,ECK125143520
214,coaE,b0103,coaE-zapD-yacG,ECK120026527,coaE-zapD-yacG,ECK125143520
215,guaC,b0104,guaC,ECK120021221,guaC,ECK120023672
216,hofC,b0106,ppdD-hofBC,ECK120026528,ppdD-hofBC,ECK120029284
217,hofB,b0107,ppdD-hofBC,ECK120026528,ppdD-hofBC,ECK120029284
218,ppdD,b0108,ppdD-hofBC,ECK120026528,ppdD-hofBC,ECK120029284
219,nadC,b0109,nadC,ECK120026529,nadC,ECK120029285
220,ampD,b0110,ampDE,ECK120009427,ampDE,ECK120014776
221,ampE,b0111,ampDE,ECK120009427,ampDE,ECK120014776
222,aroP,b0112,aroP,ECK120009205,aroP,ECK120014477
223,aroP,b0112,aroP,ECK120009805,aroP,ECK120014477
224,pdhR,b0113,pdhR-aceEF-lpd,ECK120009703,pdhR-aceEF-lpd,ECK120023950
225,aceE,b0114,aceEF,ECK120009148,pdhR-aceEF-lpd,ECK120023950
226,aceE,b0114,pdhR-aceEF-lpd,ECK120009703,pdhR-aceEF-lpd,ECK120023950
227,aceF,b0115,aceEF,ECK120009148,pdhR-aceEF-lpd,ECK120023950
228,aceF,b0115,pdhR-aceEF-lpd,ECK120009703,pdhR-aceEF-lpd,ECK120023950
229,lpd,b0116,pdhR-aceEF-lpd,ECK120009703,pdhR-aceEF-lpd,ECK120023950
230,lpd,b0116,lpd,ECK120009704,pdhR-aceEF-lpd,ECK120023950
231,yacH,b0117,yacH,ECK120020483,yacH,ECK120020995
232,acnB,b0118,acnB,ECK120009828,acnB,ECK120014501
233,acnB,b0118,acnB,ECK120034117,acnB,ECK120014501
234,yacL,b0119,yacL,ECK120026530,yacL,ECK120029286
235,speD,b0120,yacC-speED,ECK120009547,yacC-speED,ECK120028070
236,speE,b0121,yacC-speED,ECK120009547,yacC-speED,ECK120028070
237,yacC,b0122,yacC-speED,ECK120009547,yacC-speED,ECK120028070
238,cueO,b0123,cueO,ECK120010915,cueO,ECK120014454
239,gcd,b0124,gcd,ECK120008966,gcd,ECK120014427
240,gcd,b0124,gcd,ECK120009178,gcd,ECK120014427
241,hpt,b0125,hpt,ECK120010904,hpt,ECK120014426
242,can,b0126,can,ECK120021196,can,ECK120023646
243,yadG,b0127,yadGH,ECK120026531,yadGH,ECK120029287
244,yadH,b0128,yadGH,ECK120026531,yadGH,ECK120029287
245,yadI,b0129,yadI,ECK120029299,yadI,ECK120029415
246,yadE,b0130,yadE,ECK120026532,yadE,ECK120029288
247,panD,b0131,panD,ECK120020432,panD,ECK120020943
248,panD,b0131,panD,ECK125203405,panD,ECK120020943
249,yadD,b0132,rpnC,ECK120020484,rpnC,ECK125272728
250,panC,b0133,panBC,ECK120009501,panBC,ECK120014828
251,panB,b0134,panBC,ECK120009501,panBC,ECK120014828
252,yadC,b0135,yadC,ECK120026533,yadMLKC,ECK120030520
253,yadC,b0135,yadMLKC,ECK120030130,yadMLKC,ECK120030520
254,yadK,b0136,yadMLKC,ECK120030130,yadMLKC,ECK120030520
255,yadL,b0137,yadMLKC,ECK120030130,yadMLKC,ECK120030520
256,yadM,b0138,yadMLKC,ECK120030130,yadMLKC,ECK120030520
257,htrE,b0139,yadV-htrE,ECK120009453,yadV-htrE,ECK125147411
258,htrE,b0139,yadV-htrE,ECK120009589,yadV-htrE,ECK125147411
259,htrE,b0139,yadV-htrE,ECK120009590,yadV-htrE,ECK125147411
260,yadV,b0140,yadV-htrE,ECK120009453,yadV-htrE,ECK125147411
261,yadV,b0140,yadV-htrE,ECK120009589,yadV-htrE,ECK125147411
262,yadV,b0140,yadV-htrE,ECK120009590,yadV-htrE,ECK125147411
263,yadN,b0141,yadN,ECK120030131,yadN,ECK120030606
264,folK,b0142,pcnB-folK,ECK120009503,pcnB-folK,ECK120014610
265,folK,b0142,pcnB-folK,ECK120016332,pcnB-folK,ECK120014610
266,folK,b0142,pcnB-folK,ECK120016333,pcnB-folK,ECK120014610
267,folK,b0142,pcnB-folK,ECK125122031,pcnB-folK,ECK120014610
268,pcnB,b0143,pcnB-folK,ECK120009503,pcnB-folK,ECK120014610
269,pcnB,b0143,pcnB-folK,ECK120016332,pcnB-folK,ECK120014610
270,pcnB,b0143,pcnB-folK,ECK120016333,pcnB-folK,ECK120014610
271,pcnB,b0143,pcnB-folK,ECK125122031,pcnB-folK,ECK120014610
272,gluQ,b0144,dksA-gluQ,ECK120033746,sfsA-dksA-gluQ,ECK125141392
273,gluQ,b0144,dksA-gluQ,ECK120034541,sfsA-dksA-gluQ,ECK125141392
274,gluQ,b0144,dksA-gluQ,ECK125145765,sfsA-dksA-gluQ,ECK125141392
275,dksA,b0145,sfsA-dksA,ECK120009546,sfsA-dksA-gluQ,ECK125141392
276,dksA,b0145,dksA-gluQ,ECK120033746,sfsA-dksA-gluQ,ECK125141392
277,dksA,b0145,dksA-gluQ,ECK120034541,sfsA-dksA-gluQ,ECK125141392
278,dksA,b0145,dksA-gluQ,ECK125145765,sfsA-dksA-gluQ,ECK125141392
279,sfsA,b0146,sfsA-dksA,ECK120009546,sfsA-dksA-gluQ,ECK125141392
280,ligT,b0147,thpR,ECK120030170,thpR,ECK125203375
281,hrpB,b0148,hrpB,ECK120026534,hrpB,ECK120029290
282,mrcB,b0149,mrcB,ECK120026535,mrcB,ECK120029291
283,fhuA,b0150,fhuACDB,ECK120009213,fhuACDB,ECK120014837
284,fhuC,b0151,fhuACDB,ECK120009213,fhuACDB,ECK120014837
285,fhuD,b0152,fhuACDB,ECK120009213,fhuACDB,ECK120014837
286,fhuB,b0153,fhuACDB,ECK120009213,fhuACDB,ECK120014837
287,hemL,b0154,hemL,ECK120015491,hemL,ECK120015870
288,hemL,b0154,hemL,ECK125109027,hemL,ECK120015870
289,hemL,b0154,hemL,ECK125109028,hemL,ECK120015870
290,clcA,b0155,clcA,ECK120026536,clcA,ECK120029292
291,erpA,b0156,erpA,ECK120020534,erpA,ECK120033110
292,yadS,b0157,mtn-btuF-yadS,ECK120026537,mtn-btuF-yadS,ECK120029293
293,btuF,b0158,mtn-btuF-yadS,ECK120026537,mtn-btuF-yadS,ECK120029293
294,mtn,b0159,mtn-btuF-yadS,ECK120026537,mtn-btuF-yadS,ECK120029293
295,dgt,b0160,dgt,ECK120026538,dgt,ECK120027958
296,dgt,b0160,dgt,ECK120030633,dgt,ECK120027958
297,degP,b0161,degP,ECK120011050,degP,ECK120023949
298,cdaR,b0162,cdaR,ECK120009029,cdaR,ECK120015088
299,yaeH,b0163,yaeH,ECK120026540,yaeH,ECK120029156
300,yaeI,b0164,yaeI,ECK120026541,yaeI,ECK120029157
301,dapD,b0166,dapD,ECK120011051,map-glnD-dapD,ECK120028076
302,dapD,b0166,map-glnD-dapD,ECK120026542,map-glnD-dapD,ECK120028076
303,glnD,b0167,map-glnD-dapD,ECK120026542,map-glnD-dapD,ECK120028076
304,glnD,b0167,glnD,ECK125109847,map-glnD-dapD,ECK120028076
305,map,b0168,map-glnD-dapD,ECK120026542,map-glnD-dapD,ECK120028076
306,tff,b4414,tff-rpsB-tsf,ECK120009533,tff-rpsB-tsf,ECK120035055
307,rpsB,b0169,tff-rpsB-tsf,ECK120009533,tff-rpsB-tsf,ECK120035055
308,tsf,b0170,tff-rpsB-tsf,ECK120009533,tff-rpsB-tsf,ECK120035055
309,pyrH,b0171,pyrH,ECK120010878,pyrH,ECK120014361
310,frr,b0172,frr,ECK125160639,frr,ECK120029159
311,dxr,b0173,dxr,ECK120026546,dxr,ECK120029160
312,ispU,b0174,ispU,ECK120030165,ispU,ECK120030566
313,ispU,b0174,ispU,ECK120034118,ispU,ECK120030566
314,cdsA,b0175,cdsA,ECK120030166,cdsA,ECK120030567
315,rseP,b0176,rseP,ECK120010951,rseP,ECK120029510
316,bamA,b0177,bamA,ECK120010948,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
317,bamA,b0177,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
318,skp,b0178,skp-lpxD-fabZ-lpxA,ECK120010943,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
319,skp,b0178,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
320,lpxD,b0179,skp-lpxD-fabZ-lpxA,ECK120010943,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
321,lpxD,b0179,lpxD,ECK120010944,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
322,lpxD,b0179,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
323,fabZ,b0180,fabZ,ECK120009457,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
324,fabZ,b0180,skp-lpxD-fabZ-lpxA,ECK120010943,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
325,fabZ,b0180,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
326,lpxA,b0181,skp-lpxD-fabZ-lpxA,ECK120010943,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
327,lpxA,b0181,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
328,lpxB,b0182,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
329,rnhB,b0183,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
330,dnaE,b0184,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,ECK125166138
331,accA,b0185,accA,ECK120009420,accA,ECK120014770
332,accA,b0185,accA,ECK125203406,accA,ECK120014770
333,ldcC,b0186,ldcC,ECK120008926,ldcC,ECK120014371
334,yaeR,b0187,yaeR,ECK120026547,yaeR,ECK120029161
335,tilS,b0188,tilS,ECK120026548,tilS,ECK120029162
336,rof,b0189,yaeP-rof,ECK120026549,yaeP-rof,ECK120029163
337,yaeP,b4406,yaeP-rof,ECK120026549,yaeP-rof,ECK120029163
338,yaeQ,b0190,yaeQ-arfB-nlpE,ECK120026550,yaeQ-arfB-nlpE,ECK125147412
339,arfB,b0191,yaeQ-arfB-nlpE,ECK120026550,yaeQ-arfB-nlpE,ECK125147412
340,nlpE,b0192,yaeQ-arfB-nlpE,ECK120026550,yaeQ-arfB-nlpE,ECK125147412
341,yaeF,b0193,yaeF,ECK120026551,yaeF,ECK120029165
342,proS,b0194,proS,ECK120011052,proS,ECK120015004
343,tsaA,b0195,rcsF-trmO,ECK120026552,rcsF-trmO,ECK125199566
344,rcsF,b0196,rcsF-trmO,ECK120026552,rcsF-trmO,ECK125199566
345,metQ,b0197,metNIQ,ECK120008970,metNIQ,ECK120014431
346,metI,b0198,metNIQ,ECK120008970,metNIQ,ECK120014431
347,metN,b0199,metNIQ,ECK120008970,metNIQ,ECK120014431
348,gmhB,b0200,gmhB,ECK120026553,gmhB,ECK120029167
349,rrsH,b0201,rrsH-ileV-alaV-rrlH-rrfH,ECK120008934,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
350,rrsH,b0201,rrsH-ileV-alaV-rrlH-rrfH,ECK120008935,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
351,ileV,b0202,rrsH-ileV-alaV-rrlH-rrfH,ECK120008934,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
352,ileV,b0202,rrsH-ileV-alaV-rrlH-rrfH,ECK120008935,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
353,alaV,b0203,rrsH-ileV-alaV-rrlH-rrfH,ECK120008934,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
354,alaV,b0203,rrsH-ileV-alaV-rrlH-rrfH,ECK120008935,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
355,rrlH,b0204,rrsH-ileV-alaV-rrlH-rrfH,ECK120008934,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
356,rrlH,b0204,rrsH-ileV-alaV-rrlH-rrfH,ECK120008935,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
357,rrlH,b0204,rrlH-rrfH,ECK120033584,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
358,rrfH,b0205,rrsH-ileV-alaV-rrlH-rrfH,ECK120008934,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
359,rrfH,b0205,rrsH-ileV-alaV-rrlH-rrfH,ECK120008935,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
360,rrfH,b0205,rrlH-rrfH,ECK120033584,rrsH-ileV-alaV-rrlH-rrfH,ECK120023956
361,aspU,b0206,aspU,ECK120030195,aspU,ECK120030595
362,dkgB,b0207,dkgB,ECK120026554,dkgB,ECK120029168
363,yafC,b0208,yafC,ECK120020485,yafC,ECK120020997
364,yafD,b0209,yafDE,ECK120026555,yafDE,ECK120029169
365,yafE,b0210,yafDE,ECK120026555,yafDE,ECK120029169
366,mltD,b0211,mltD,ECK120026556,mltD,ECK120029170
367,gloB,b0212,gloB,ECK120026557,gloB,ECK120029171
368,yafS,b0213,yafS,ECK120020487,yafS,ECK120020999
369,rnhA,b0214,rnhA,ECK120009166,rnhA,ECK120015014
370,dnaQ,b0215,dnaQ,ECK120009153,dnaQ,ECK120015012
371,dnaQ,b0215,dnaQ,ECK120009154,dnaQ,ECK120015012
372,dnaQ,b0215,dnaQ,ECK120026558,dnaQ,ECK120015012
373,aspV,b0216,aspV,ECK120009671,aspV,ECK120014525
374,yafT,b0217,yafT,ECK120026559,yafT,ECK120029172
375,yafU,b0218,yafU,ECK120020488,yafU,ECK120021000
376,yafF,b4503,yafF,ECK120020486,yafF,ECK120020998
377,yafV,b0219,yafV,ECK120020489,yafV,ECK120021001
378,ivy,b0220,ivy,ECK120021254,ivy,ECK120023705
379,ivy,b0220,ivy,ECK125135352,ivy,ECK120023705
380,fadE,b0221,fadE,ECK120021211,fadE,ECK120023662
381,gmhA,b0222,lpcA,ECK120026561,lpcA,ECK120029174
382,yafJ,b0223,yafJ,ECK120026562,yafJ,ECK120029175
383,yafK,b0224,yafK,ECK120026563,yafK,ECK120029176
384,yafQ,b0225,dinJ-yafQ,ECK120026564,dinJ-yafQ,ECK120029177
385,dinJ,b0226,dinJ-yafQ,ECK120026564,dinJ-yafQ,ECK120029177
386,yafL,b0227,yafL,ECK120026565,yafL,ECK120029178
387,rayT,b0228,rayT,ECK120026566,rayT,ECK125141393
388,lfhA,b0229,lfhA,ECK120027916,lfhA,ECK120030597
389,lafU,b0230,lafU,ECK120026567,lafU,ECK120030521
390,dinB,b0231,dinB-yafNOP,ECK120026568,dinB-yafNOP,ECK125108702
391,yafN,b0232,dinB-yafNOP,ECK120026568,dinB-yafNOP,ECK125108702
392,yafN,b0232,yafNOP,ECK120026569,dinB-yafNOP,ECK125108702
393,yafO,b0233,dinB-yafNOP,ECK120026568,dinB-yafNOP,ECK125108702
394,yafO,b0233,yafNOP,ECK120026569,dinB-yafNOP,ECK125108702
395,yafP,b0234,dinB-yafNOP,ECK120026568,dinB-yafNOP,ECK125108702
396,yafP,b0234,yafNOP,ECK120026569,dinB-yafNOP,ECK125108702
397,ykfJ,b0235,ykfJ-prfH,ECK120026570,ykfJ-prfH,ECK120029183
398,prfH,b0236,ykfJ-prfH,ECK120026570,ykfJ-prfH,ECK120029183
399,pepD,b0237,pepD,ECK120009125,pepD,ECK120014979
400,pepD,b0237,pepD,ECK120011053,pepD,ECK120014979
401,pepD,b0237,pepD,ECK120026304,pepD,ECK120014979
402,gpt,b0238,gpt,ECK120026571,gpt,ECK120029184
403,gpt,b0238,gpt,ECK120034540,gpt,ECK120029184
404,frsA,b0239,frsA,ECK120026572,frsA,ECK120029185
405,phoE,b0241,phoE,ECK120009279,phoE,ECK120014895
406,proB,b0242,proBA,ECK120009513,proBA,ECK120014619
407,proA,b0243,proBA,ECK120009513,proBA,ECK120014619
408,thrW,b0244,thrW,ECK120009672,thrW,ECK120014526
409,ykfI,b0245,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
410,ykfI,b0245,ykfGH-yafW-ykfI,ECK120033757,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
411,ykfI,b0245,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
412,ykfI,b0245,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
413,yafW,b0246,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
414,yafW,b0246,ykfGH-yafW-ykfI,ECK120033757,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
415,yafW,b0246,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
416,yafW,b0246,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
417,ykfH,b4504,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
418,ykfH,b4504,ykfGH-yafW-ykfI,ECK120033757,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
419,ykfH,b4504,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
420,ykfH,b4504,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
421,ykfG,b0247,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
422,ykfG,b0247,ykfGH-yafW-ykfI,ECK120033757,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
423,ykfG,b0247,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
424,ykfG,b0247,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
425,yafX,b0248,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
426,yafX,b0248,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
427,yafX,b0248,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
428,ykfF,b0249,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
429,ykfF,b0249,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
430,ykfF,b0249,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
431,ykfB,b0250,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
432,ykfB,b0250,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109038,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
433,ykfB,b0250,ykfBF-yafX-ykfGH-yafW-ykfI,ECK125109039,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
434,yafY,b0251,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120026574,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,ECK120029187
435,yafZ,b0252,ykfA-yafZ,ECK120026575,ykfA-yafZ,ECK120029188
436,yafZ,b0252,yafZ,ECK120034119,ykfA-yafZ,ECK120029188
437,ykfA,b0253,ykfA-yafZ,ECK120026575,ykfA-yafZ,ECK120029188
438,perR,b0254,perR,ECK120026576,perR,ECK120029189
439,ykfC,b0258,ykfC,ECK120026578,ykfC,ECK120029191
440,mmuP,b0260,mmuPM,ECK120026579,mmuPM,ECK120029192
441,mmuM,b0261,mmuPM,ECK120026579,mmuPM,ECK120029192
442,afuC,b0262,insA-2AB-2B-2-afuBC,ECK120026580,insAB-2A-2B-2-afuBC,ECK125095395
443,afuB,b0263,insA-2AB-2B-2-afuBC,ECK120026580,insAB-2A-2B-2-afuBC,ECK125095395
444,insX,b4505,yagAB-insX,ECK120026581,yagAB-insX,ECK125243349
445,yagB,b0266,yagAB-insX,ECK120026581,yagAB-insX,ECK125243349
446,yagA,b0267,yagAB-insX,ECK120026581,yagAB-insX,ECK125243349
447,yagE,b0268,yagEF,ECK120026582,yagEF,ECK120029195
448,yagF,b0269,yagEF,ECK120026582,yagEF,ECK120029195
449,yagG,b0270,yagGH,ECK120026583,yagGH,ECK120029196
450,yagH,b0271,yagGH,ECK120026583,yagGH,ECK120029196
451,yagI,b0272,xynR,ECK120026584,xynR,ECK125272757
452,argF,b0273,argF,ECK120009198,argF,ECK120015035
453,yagJ,b0276,yagJ,ECK120020490,yagJ,ECK120021002
454,yagK,b0277,yagK,ECK120026586,yagK,ECK120029199
455,yagL,b0278,yagML,ECK120026587,yagML,ECK120029200
456,yagM,b0279,yagML,ECK120026587,yagML,ECK120029200
457,yagN,b0280,yagN,ECK120026588,yagN,ECK120029201
458,intF,b0281,intF,ECK120026589,intF,ECK120029202
459,yagP,b4694,yagP,ECK120026590,yagP,ECK120029203
460,ykgT,b4695,yagP,ECK120026590,yagP,ECK120029203
461,paoD,b0283,paoABCD,ECK120026591,paoABCD,ECK125141410
462,paoC,b0284,paoABCD,ECK120026591,paoABCD,ECK125141410
463,paoB,b0285,paoABCD,ECK120026591,paoABCD,ECK125141410
464,paoA,b0286,paoABCD,ECK120026591,paoABCD,ECK125141410
465,yagU,b0287,yagU,ECK120020491,yagU,ECK120020932
466,ykgJ,b0288,ykgJ,ECK120026592,ykgJ,ECK120029205
467,ecpE,b0289,ecpBCDE,ECK120026593,ecpBCDE,ECK125147433
468,ecpE,b0289,ecpBCDE,ECK120034120,ecpBCDE,ECK125147433
469,ecpD,b0290,ecpBCDE,ECK120026593,ecpBCDE,ECK125147433
470,ecpD,b0290,ecpBCDE,ECK120034120,ecpBCDE,ECK125147433
471,ecpC,b0291,ecpBCDE,ECK120026593,ecpBCDE,ECK125147433
472,ecpC,b0291,ecpBCDE,ECK120034120,ecpBCDE,ECK125147433
473,ecpB,b0292,ecpBCDE,ECK120026593,ecpBCDE,ECK125147433
474,ecpB,b0292,ecpBCDE,ECK120034120,ecpBCDE,ECK125147433
475,ecpA,b0293,ecpA,ECK120026594,ecpA,ECK125147435
476,ecpR,b0294,ecpR,ECK120026595,ecpR,ECK125147413
477,ykgL,b0295,ykgL,ECK120021060,ykgL,ECK120023834
478,ykgO,b4506,ykgMO,ECK120026596,ykgMO,ECK120029209
479,ykgM,b0296,ykgMO,ECK120026596,ykgMO,ECK120029209
480,ykgR,b4671,ykgR,ECK125095421,ykgR,ECK125108711
481,eaeH,b0297,eaeH-insEF-1E-1F-1,ECK120026597,eaeH-insE-1EF-1F-1,ECK120029210
482,ykgA,b0300,ykgA,ECK120026598,ykgA,ECK120029211
483,rclC,b0301,rclBC,ECK120026599,rclABC,ECK125165352
484,rclC,b0301,rclABC,ECK120029300,rclABC,ECK125165352
485,rclB,b0303,rclBC,ECK120026599,rclABC,ECK125165352
486,rclB,b0303,rclABC,ECK120029300,rclABC,ECK125165352
487,rclA,b0304,rclABC,ECK120029300,rclABC,ECK125165352
488,rclR,b0305,rclR,ECK120026600,rclR,ECK125165353
489,ykgE,b0306,ykgEFG,ECK120026601,ykgEFG,ECK120029214
490,ykgF,b0307,ykgEFG,ECK120026601,ykgEFG,ECK120029214
491,ykgG,b0308,ykgEFG,ECK120026601,ykgEFG,ECK120029214
492,ykgH,b0310,ykgH,ECK120026602,ykgH,ECK120029215
493,betA,b0311,betIBA,ECK120009307,betIBA,ECK120014916
494,betB,b0312,betIBA,ECK120009307,betIBA,ECK120014916
495,betI,b0313,betIBA,ECK120009307,betIBA,ECK120014916
496,betT,b0314,betT,ECK120009308,betT,ECK120014917
497,yahA,b0315,pdeL,ECK120026603,pdeL,ECK125229258
498,yahA,b0315,pdeL,ECK120030641,pdeL,ECK125229258
499,yahB,b0316,yahB,ECK120026604,yahB,ECK120029217
500,yahC,b0317,yahC,ECK120026605,yahC,ECK120029218
501,yahD,b0318,yahDEFG,ECK120026606,yahDEFG,ECK120027946
502,yahE,b0319,yahDEFG,ECK120026606,yahDEFG,ECK120027946
503,yahE,b0319,yahE,ECK125095457,yahDEFG,ECK120027946
504,yahF,b0320,yahDEFG,ECK120026606,yahDEFG,ECK120027946
505,yahG,b0321,yahDEFG,ECK120026606,yahDEFG,ECK120027946
506,yahI,b0323,yahIJ,ECK120026608,yahIJ,ECK120029220
507,yahJ,b0324,yahIJ,ECK120026608,yahIJ,ECK120029220
