,b1072,b1080,b1081,b1878,b1879,b1880,b1904,b1937,b1939,b1940,b1946,b1947,b1948,b1949,b1950
starve_series__t26_growth2,0.1041240983606943,0.0666541837515587,0.0606665869954077,0.0889615349596091,0.2491933751484164,0.1000787144177253,0.0515273955682194,0.0301142358269571,0.0729960341833209,0.0583182460948724,0.0297260709480323,0.0982886057782481,0.0571279760305548,0.0340445664469207,0.1381549187650939
starve_series__t27_growth2,0.1257279817199878,0.069546028713121,0.0641664983227644,0.191840288928009,0.2268708819733797,0.0785532665871826,0.0461756072671722,0.0198372978992039,0.0727291658012878,0.0593974524640607,0.0420810867629931,0.0988483564631147,0.0785374657147377,0.0583743202830765,0.1367244048540762
starve_series__t28_growth2,0.2016741008784641,0.1101703189566576,0.1072677718996807,0.214158724924748,0.3581209211677072,0.1434680841421615,0.1149223508511282,0.0387784910862618,0.1528593708745795,0.1589146189192909,0.1232515034824009,0.1530604968124522,0.1114113311323979,0.1395319304103441,0.1445927109448974
p1k_00001,0.1432377583406989,0.0774481356629444,0.0995074483637643,0.2154484863752419,0.2629042238933702,0.1807608356787957,0.1084031280195623,0.1153014431139445,0.1144473167495383,0.0987994728173107,0.0622978901336494,0.1055210685342299,0.1142783636720987,0.0762038968953722,0.1303509130990871
p1k_00002,0.1160794236120077,0.0867566290466033,0.1010967937147746,0.123105676476373,0.2555567617367063,0.2001893189896305,0.1027360633039313,0.0989569395587324,0.0753411564319484,0.0612468794757092,0.0529440252853442,0.1245972125230686,0.0705811955572013,0.0655816919181715,0.1152536773533643
p1k_00003,0.1527302829176889,0.0944313777771517,0.0805238641682903,0.173778036849168,0.3477312821803799,0.1044054717714463,0.0463078841595083,0.0790872811088241,0.0585774920949536,0.0894270330312148,0.05144554954555,0.0876699967676806,0.0761559049257264,0.082681823204978,0.1395579262206273
p1k_00004,0.2351235862080841,0.090145286657171,0.0957828593912866,0.1419932163003314,0.3549857151657807,0.168689993355606,0.0419301037164315,0.0694915824367242,0.0805990783017701,0.1024923493952695,0.0555016763915946,0.0691409337697001,0.0803296817452978,0.1411835668404387,0.1465680754593579
p1k_00005,0.074911720499039,0.0499612805450583,0.0589315161675698,0.1973142895100948,0.2224766945174222,0.0902299538446192,0.0765883367298456,0.0485618736831195,0.0343511854943255,0.0483122204034265,0.032335639096865,0.0645983317021366,0.0618651402817254,0.0459506466656877,0.1211962553435647
p1k_00006,0.0798025805839719,0.0600869170105311,0.0642396992120002,0.1010346626339768,0.1826553370651856,0.0697435305909968,0.0877087912061569,0.0340063348920285,0.0369498095615619,0.0509704317496821,0.0333901846071736,0.1330579062123368,0.0565016502764978,0.1055141111659391,0.0907460627073692
p1k_00007,0.1721497150490079,0.1000290665599999,0.1088940063668854,0.1332740045070498,0.3355934194973555,0.1038864512488563,0.0773184672348782,0.0859349872698462,0.0608429993107831,0.0888702010381903,0.0431921540296648,0.0871983082793717,0.0576820927571174,0.0702331367776106,0.1047199102463767
p1k_00008,0.1520839692815772,0.082795022034349,0.1126315495006095,0.1312340593292935,0.3318140254534947,0.1275064887331314,0.0515454898937993,0.0480900246521279,0.0545174133712161,0.0792467167063592,0.0578365101481128,0.0784937479650517,0.0615169990908819,0.0928035811452099,0.1288897981027855
p1k_00009,0.1539792648535385,0.0970943683931082,0.1277958045968939,0.1103192009064249,0.2987370740315281,0.0873562917630552,0.0809564161401698,0.1064263284824684,0.056919909607563,0.1047867939681663,0.0480645011602341,0.059613858383333,0.0833041520793614,0.1239526491035438,0.1343230082552491
p1k_00010,0.1381179808712426,0.0716112065007958,0.0917547724390802,0.1131685558701001,0.2574117500964828,0.1333818948802727,0.063041031626409,0.0616789054188168,0.073782327218504,0.0761665267251857,0.0469628586880202,0.1024546634213517,0.0806795018285829,0.0610360115776955,0.1471556227325385
p1k_00011,0.131316467026189,0.0675366213608401,0.0904711951988358,0.2522847549569658,0.2816104750622298,0.0877444059434669,0.039898878523136,0.0528015797906805,0.0635518909651465,0.1077728760662927,0.04589755976011,0.0873012928382469,0.0895349393209273,0.0702963159232194,0.1219545261844337
p1k_00012,0.1316290378381759,0.0668095784456774,0.0813092161586192,0.1843134470043032,0.2992065356782468,0.1511023447505997,0.1012399291469477,0.106833825165255,0.045999678590046,0.0879719425835915,0.0506164085520715,0.086437399854653,0.0753027143384041,0.0935808448067996,0.138124933113786
p1k_00013,0.1021882167607699,0.0843656037187088,0.0826936088384867,0.2205418740699491,0.2628687294504964,0.1045028056612503,0.0526466456521821,0.0493917009401348,0.0698933067764716,0.0935871150263588,0.0581812700955131,0.1212547607365975,0.069347270231154,0.1558185985219565,0.0920647998204323
p1k_00014,0.1088635193030702,0.0734999998382822,0.0572765095825922,0.2063087961254736,0.2838492748350852,0.0972329926671407,0.053152622686305,0.0689108516672831,0.0489458082829752,0.0741772480717593,0.0453649160123584,0.1227490122104235,0.0640820747024765,0.1268418037839626,0.1913310900038543
p1k_00015,0.1406240168393515,0.0702427396955615,0.0981309979480168,0.1459166558394135,0.2855832151295344,0.109957668267451,0.0893990457924356,0.0818336746374823,0.0501395987482598,0.0644975740217618,0.043005598817396,0.1308332767089208,0.0891199489194932,0.0700204641341669,0.1386065242243132
p1k_00016,0.0980506922307073,0.0543268687992934,0.0917749857791784,0.1848542722762295,0.3094218235706883,0.1234207778232288,0.0520757111434136,0.0532879308827462,0.0526312472024671,0.0623735120973593,0.0507791702765827,0.0647531497539727,0.0462402407345842,0.1087741612867373,0.0916727581753361
p1k_00017,0.1372159349314644,0.066615499269716,0.0689119452639359,0.222688281583435,0.3325724538867114,0.1187497183678406,0.0702370606971025,0.066557982799154,0.0652054249149798,0.0718997886458861,0.0400576735036048,0.064457792804763,0.0929853719594341,0.1289253445299795,0.1378568298722854
p1k_00018,0.1151890867113303,0.0687320929721774,0.0811665838682609,0.1695819432645511,0.2973302918830477,0.0886947331798786,0.0621208923488094,0.0807759848677778,0.0753307406934463,0.063193571636615,0.0461829523231501,0.0927559407907144,0.0846406077040283,0.0604432835702766,0.1173305673368294
p1k_00019,0.4792087855306478,0.0665851078781532,0.0553838537565803,0.1059851259530166,0.3069381164449705,0.0985038761301796,0.0293177860329548,0.1329840980676089,0.0359758842355975,0.071866996064571,0.0253105911076272,0.0668502734093384,0.0587728488961577,0.0814554168763206,0.0816610328990855
p1k_00020,0.4396791087578278,0.0663688036051421,0.0552282341079242,0.1057553328453676,0.3741841159914807,0.1067058641125056,0.0537059576959091,0.0891400815481968,0.0598152035595745,0.0611535613297764,0.0286994609133624,0.0282094650329789,0.0527500548802137,0.0655116433002094,0.0704302701147989
p1k_00021,0.4974545731818572,0.0853966885270248,0.076399078061066,0.1618728587381893,0.3702283376809384,0.1185138519575318,0.0551343829744436,0.1126095196087659,0.0564855570822022,0.0812251581617094,0.0366595318322398,0.0683662977882911,0.053528708201374,0.0504682186249157,0.1054444338526972
p1k_00022,0.5132283591952466,0.0813183765750576,0.064949868096372,0.2923053646232896,0.3767552848087914,0.0975951947198477,0.0436881775404365,0.1098796259915751,0.0736324289281395,0.103083021475238,0.0305594569979368,0.0637236766797389,0.051386325864861,0.0776191976887102,0.0910743355008971
p1k_00023,0.1908728717443614,0.0723415138500448,0.0347765788606694,0.1005131413111841,0.3222409221264076,0.0846126638074603,0.0650254135632898,0.0380861947379221,0.0528200181328349,0.0663092526885202,0.0207470158448381,0.1189310570150885,0.0349979498520561,0.0552468628598422,0.1306995020721903
p1k_00024,0.232278188988706,0.053145349682872,0.0484527383038219,0.234372812761233,0.3431713908768666,0.0931926629936312,0.0306194143446091,0.1129978138154629,0.0534657417546962,0.0599074929875178,0.0275171010095416,0.1065939924949589,0.0763365753861441,0.1256397395042808,0.1094852665275169
p1k_00025,0.2894512925350124,0.0666563049035564,0.0823525683747141,0.1805217762135651,0.4305664925819332,0.1456142380322711,0.0296857948987072,0.1081160950794119,0.0746711534066026,0.1182373159388704,0.0186910934880827,0.1089688539981052,0.0598427499481088,0.0670741662623871,0.0939025933363336
p1k_00026,0.2263740646091079,0.0831760972307135,0.0479159406476937,0.1551775728319182,0.4515515502871989,0.1322177474130527,0.0211400451178328,0.0828104894493992,0.0513118717777829,0.0961811525816083,0.0317145481086176,0.0564549544986879,0.0436873858159073,0.0802528018576461,0.0868490980811019
p1k_00027,0.2189528020619719,0.0807108783648455,0.1038410604652658,0.3214760594179262,0.3391565950407906,0.1553884615742939,0.0795480177588371,0.0639307977671316,0.0422711842488582,0.1111263086661974,0.0609541140531945,0.0857062751425064,0.0986758500777453,0.0716693509746009,0.1773817447047328
p1k_00028,0.1425178206004362,0.0791019437334555,0.1084885989386664,0.140988790605386,0.3012991786033681,0.1351495283292385,0.0930731013330276,0.0850323785990468,0.0568125575911761,0.0941913723804563,0.0462878476441105,0.0524874888568536,0.0499357213109379,0.0936210507264146,0.2115560583519058
p1k_00029,0.1177118323539275,0.0726136029666434,0.0722871277526728,0.1872513894528678,0.2742838224255778,0.1154150263789449,0.0736451880809978,0.0742140796307397,0.0290864784164291,0.0462680985549542,0.0292490098090882,0.0654234314142958,0.0884242652920852,0.0340445664469207,0.084851680966787
p1k_00030,0.1415247544841345,0.0544002407346183,0.0816858768411735,0.1032711200129549,0.2207128180992008,0.1034446836824648,0.1141334940770739,0.0625312124974443,0.041316733800704,0.0558099073655438,0.0245845627076463,0.0556722912793816,0.0744250187939097,0.1089242943417983,0.1236431816439545
p1k_00031,0.1321963339592956,0.0475551382689971,0.0943777138414505,0.2437921786135473,0.3076740392510986,0.0700954504364125,0.0809891281969588,0.1182691545862307,0.0450723248490109,0.0641734951215785,0.024129711003069,0.045884096813849,0.0567476286872057,0.0918742278441906,0.0909784527831247
p1k_00032,0.0821052811051354,0.0667347672130064,0.0755295850946961,0.1373323731518803,0.2965163646517483,0.1003924534233589,0.1097306181934047,0.1110527291466965,0.0632640864569889,0.0910347086291735,0.0573354817290105,0.0630928902245251,0.0564610078544592,0.0720896148694003,0.1380215879856197
p1k_00033,0.2327499427445191,0.1156661325329174,0.1271615617110001,0.2574694437905023,0.6141427727437508,0.2709924573317799,0.1086388581180442,0.1414381880641138,0.1367715061093983,0.120602213130231,0.0559459364414377,0.1419061262841481,0.130391445508508,0.1185910034150564,0.2146282963475663
p1k_00034,0.3351370959981383,0.127933290775229,0.1205135388222873,0.244822717774093,0.5479178494444218,0.1285707371443585,0.03755122709578,0.0994462136739024,0.0808589055696883,0.1354216582020553,0.1192506545405379,0.0960611708950967,0.0827096832916775,0.287763567025996,0.2169274033412822
p1k_00035,0.155111853814014,0.0668637841643461,0.0944367315459967,0.1116726447746724,0.3197492922753649,0.11329426874333,0.0687851935835322,0.0684690796823451,0.0493858466027023,0.0834846767674388,0.0402933481635551,0.0684110813214153,0.0844684142865778,0.0735052898866998,0.1358629326654285
p1k_00036,0.1519571166822255,0.0758784011521282,0.0792735727857024,0.1848103598772793,0.3288506547886863,0.0854283957699981,0.0692460230669757,0.0487045119187217,0.0670513777179234,0.0693623221532588,0.0463972653889755,0.0769180062995522,0.0899417933235197,0.0606061612745748,0.1081820043798278
p1k_00037,0.1741993821366247,0.0394138831918528,0.1121307785460494,0.2745393821431441,0.3994254086559132,0.1745880897480114,0.0906933238691923,0.0635345811768083,0.0501675343488431,0.0789212644036408,0.0482934256627392,0.0282094650329789,0.0855504862546206,0.0340445664469207,0.1659500946070529
p1k_00038,0.13708978239679,0.0828695475146629,0.1252265222348588,0.2911512681986887,0.4030707894653975,0.1070332567356636,0.0772371909021396,0.0674081130135167,0.0372115757008583,0.0673737449704014,0.0431462277158671,0.0723870907251149,0.0757703340728298,0.070180780856679,0.1474703409761927
p1k_00039,1.787777625968684,1.1678327857116009,1.172791930478889,1.7125589480700811,1.7736101234658157,1.6891574615728546,0.7227320995784116,2.0361616092106414,1.7537697903796796,1.7179547783780316,1.3706857349590849,1.7252283994826452,0.7027625681536075,0.8088091457664043,0.7357176385761368
p1k_00040,1.7297339640071705,1.197350916024755,1.2041194665566186,1.343529305286096,1.6476572265756513,1.8955821975395435,0.4789471513494211,1.825080029054341,1.664207205107718,1.806800514867748,1.2466940005818736,1.5244183598977403,0.911219054078414,0.5943670119567005,0.4895780584687118
p1k_00041,0.1373346412996064,0.0792341636966547,0.0571366904439613,0.1383692264553344,0.2978254341991208,0.0762861829926004,0.0450587172140681,0.0734086517222603,0.0622081648762782,0.036338446458301,0.0519944917229495,0.0847187648464965,0.0813566383158937,0.1110832688324407,0.1142280110027453
p1k_00042,0.1341784918231353,0.0822069223260177,0.08249941588475,0.1536799539577685,0.3025082730249003,0.0940925605061664,0.0918092968282172,0.0608783206346892,0.0903321956405909,0.1102017219547764,0.0513804001428375,0.0560361904687169,0.1291646323675415,0.1706140404172429,0.1351318882237394
p1k_00043,0.2177003575325009,0.0947540085674293,0.0912643746152695,0.1268276541946924,0.2617204892781106,0.1015783264988327,0.0641406204205972,0.0731449260731168,0.0786717677245711,0.1151770078986105,0.0624737119448282,0.0993234747416514,0.0787529454404688,0.083904151565375,0.1412952095780481
p1k_00044,0.1905398500815586,0.0784243276615752,0.0893019651872058,0.0983229734439026,0.2959950026851641,0.1041952731559371,0.0350772573313149,0.0615732849513153,0.0736540974875097,0.0999658473245447,0.0734666580453391,0.1105282179461566,0.0501926633356942,0.1013792875817295,0.1278515774528416
p1k_00045,4.2491605017718665,2.236468627812671,1.995688624425703,1.8836475395658077,1.8649543216949869,2.1319170708620487,0.7691453575811934,3.5315646446144666,2.642951758737896,2.928936967745543,2.401484694823468,3.027811650212462,1.1294780351085003,1.1942745079903792,0.8679088191824051
p1k_00046,4.258574678054074,2.129273650010282,2.1039889810362578,1.6474219931521743,1.9358431751692136,2.273310796170436,0.9342132705776296,3.7370575056317135,2.681675551273103,2.812806592682305,2.41732082297189,2.8184882870445094,1.2035771129813222,1.2040038814131466,0.8609663257956833
p1k_00047,0.8206544382868227,0.4814928490571954,0.3957200092689298,0.3510750723022722,0.5195038049973582,0.3911036968201801,0.136146402918147,0.4577584373605832,0.4752531894421496,0.6607437048706257,0.4338564414280272,0.5263434192484284,0.3322019578411715,0.1575177053435969,0.3161178963909197
p1k_00048,0.8668593591141246,0.5297853760924203,0.351303292980799,0.3995014938710161,0.5002015357185349,0.4639905455965153,0.1955286189312059,0.540393659286023,0.4577295032860293,0.6739668265037705,0.3855944891289104,0.4402129473867792,0.2884952652823612,0.2868011249506049,0.2350821284707484
p1k_00049,0.1552240777294608,0.0742724106674361,0.081400546748744,0.1785834948359167,0.3774656775027515,0.1396034793958862,0.1221159827325842,0.0718295779047168,0.0790368538386141,0.1203292006274702,0.0328444503373329,0.0580296798989279,0.0778094091630084,0.0990904449651969,0.1166548048280814
p1k_00050,0.1016073696748524,0.0921915411907945,0.105367547056247,0.1244078642335281,0.3268659520726329,0.1081387289892994,0.1125909843276287,0.0612860016730756,0.0712682532857509,0.0656076901836028,0.0713445071314673,0.313013637816996,0.1256363199122171,0.1465093804390388,0.1617703486039346
p1k_00051,0.1280406394397641,0.0984160286319865,0.0762567436506508,0.1164453957791394,0.2693623759596487,0.1654524531909272,0.0948533138127006,0.0687864454830759,0.0693812050707363,0.1172829939770125,0.0676789146159692,0.2981451050739225,0.0885740395602947,0.1195158181965245,0.1615398591811219
p1k_00052,0.0956328241437347,0.085009506018943,0.0847558199034446,0.1969532594583444,0.268991350623896,0.1561337719383503,0.04367311706651,0.0654204382382559,0.0893670833844711,0.1126955103048252,0.0814772028504386,0.4097322412420718,0.1550991017282318,0.1501659709019609,0.1220059618283897
p1k_00053,0.1353954873809198,0.0856395271336327,0.1176925765106307,0.2878850747123612,0.2764107687082509,0.2077296298354466,0.0801523198968199,0.1124254670085936,0.100405103351029,0.0888661402656453,0.0708447996755035,0.3854733289303776,0.1154188576233835,0.1623420158239483,0.1717346627564091
p1k_00054,0.1860086770805247,0.1953228128977746,0.219609052045995,0.7540752019558066,0.5716442007025008,0.4447892920958113,0.1389537427994467,0.1340068794803196,0.1389115763470815,0.1550906112043728,0.0957032909660522,0.2978532179740552,0.2490705767416983,0.2617214462219316,0.4648115749651956
p1k_00055,0.1461901865025324,0.1073582354732473,0.1684831191922821,0.341134881473325,0.516561877159422,0.3092374835240679,0.1038358882449472,0.0854638179133211,0.1401856556734882,0.1358208788727102,0.0640172494523764,0.2445162800424239,0.1938463007618506,0.1481953213100796,0.4679215742379788
p1k_00056,0.6550114181400268,0.2851383009223562,0.3605691314149759,0.4801692155305951,0.5932318788749541,0.6215240522188104,0.1555926291898258,0.6743827877482093,0.4183909628070706,0.4326851108284031,0.2108803266086653,0.478216900216462,0.3118783203483222,0.0773498659681637,0.2550784629380744
p1k_00057,0.674446210135644,0.1931094334258885,0.2986858688664759,0.5399963736533319,0.5003914666343814,0.6050104917001808,0.2664756790733852,0.7009245165231213,0.345344530064912,0.5916317019964294,0.2063966580332069,0.3180195520095694,0.1464443365517345,0.3303664962548528,0.2810099968628835
p1k_00058,1.7310220295161165,0.8098114002269714,1.0235016470557043,1.4055944393041002,1.4917156188963396,2.0348487765553767,0.7101470887773024,2.473753836973045,1.419362605757706,1.8115463714975064,0.9995542386955346,1.212739586067647,0.8621830641089786,0.7116917518173307,0.6956220613856307
p1k_00059,1.6516746535004818,0.8003790027512602,0.8425196233530878,1.6093726092085765,1.4903511673386645,1.733087978083996,0.8670610760359363,2.4287257599937706,1.3197864142666935,1.6257025805347334,0.8811413227915265,1.4715989275111838,0.9572431942246276,0.6395097886564923,0.629782429089518
p1k_00060,0.168972472540664,0.1131833222939854,0.1268174082316173,0.2383919272089626,0.4331330911790585,0.224898845299016,0.125800500139475,0.3059806845916594,0.1491972012672682,0.172668126893864,0.0484101597090483,0.1827510979650252,0.1174060814641853,0.2025929207900036,0.1782305256021344
p1k_00061,0.2143296663542358,0.0982692503848791,0.1220731115485644,0.2821141198645027,0.4093039730562537,0.1992879658884627,0.1598891091417128,0.1989429253384882,0.1269714372155806,0.2242965772064837,0.0800495885710072,0.0919489371719937,0.1246381634851669,0.1830083522822315,0.1974627310438275
p1k_00062,0.3014852339292254,0.0757376414446127,0.1934180761151396,0.1772531365812316,0.5319377443324962,0.4025494190717555,0.1376856734262265,0.3910113858351185,0.1972260533658729,0.1942593596223259,0.1349272604274468,0.2347190015013119,0.2467664395221214,0.1466577240601488,0.1504582584986221
p1k_00063,0.3597738487844192,0.109266281553178,0.1417686729258429,0.3872981614897769,0.5331062137560366,0.3943059391468209,0.1262813818643914,0.4782261799406131,0.1240578153849557,0.335031832152065,0.1228444706366641,0.2766121898059909,0.187835065498313,0.135638234947151,0.2870213974574879
p1k_00064,0.1150732097388937,0.0644346761064921,0.0737773738206366,0.2162844550896157,0.212098864009193,0.0921848125234437,0.0723073522069711,0.0272689654406493,0.0440960068655113,0.0668022990877632,0.0331323525433433,0.068504744029994,0.0783854565386134,0.0834853914300265,0.1289884032892193
p1k_00065,0.084158727784214,0.0615288957857472,0.0875328800051581,0.2301844186793989,0.2122543059821952,0.0871185930381447,0.0581762494936493,0.023092871044418,0.0564295018500605,0.0708807770428361,0.0310675868316604,0.0828971262108296,0.0551868694406819,0.0519378327122338,0.1212933178930692
p1k_00066,0.3876713446440959,0.3566965247532171,0.3725564300233239,0.1793895372749347,0.352837532638631,0.2444679935692919,0.0804242707793867,0.1347875495763303,0.3020948762032688,0.4474344321993106,0.271067957735735,0.5067564926582906,0.2145346558361105,0.2249907775192979,0.246833755604479
p1k_00067,0.3293578485817447,0.3798675094881142,0.4555297450813409,0.2683936989403224,0.3406777739004069,0.1827906613389244,0.0488001646627584,0.1429358637820599,0.3254089844331061,0.4900136054572218,0.2576161199658837,0.2896042414634144,0.2159326667593892,0.2122233303653863,0.2477008811798057
p1k_00068,0.1024296897266259,0.0542106347611873,0.116996739011297,0.3119989149725451,0.2853757545229428,0.1785997919519125,0.1920295782504446,0.0121477460293189,0.0751747820340363,0.0925587086638899,0.0114477501693035,0.25891620135514,0.123716159842391,0.4586475845575208,0.1039571649239574
p1k_00069,1.5203926616544037,0.9571886167403352,0.6526850494060388,0.9837733399688672,0.8641081430833141,0.9811651800326372,0.4612344073940502,1.144425184164972,0.94881251794807,1.3966236469016504,1.1085719277609667,1.37376747301569,1.1639447506586067,0.5343324993417454,0.7459318868275396
p1k_00070,1.0916418855459546,0.8111115335907815,0.7334611869576326,0.9620022510730644,0.7859997054756738,0.926851479371994,0.4337360707476038,0.9300281220578704,0.8874074154956598,1.2289846554660055,0.6210199714095629,0.813451244291708,0.7263925367567071,0.9532102042646232,0.7708501416051897
p1k_00071,1.2922330456791835,1.023851255013273,0.8818135550271454,1.0441942996363816,1.0402030664335598,1.1300404287794643,0.8626673635181282,1.0761733590065177,0.973404594290404,1.3812921060734653,0.8962701350593787,1.2236214291563547,1.0260043068876852,0.919226878756908,1.2992730494255291
p1k_00072,1.1327175529572902,1.143496454049834,0.9576667900351156,1.4421389071615378,1.1159663725138191,1.3445320811643913,0.8190387853431077,1.2743661400228814,1.0683877237697057,1.801532399475899,0.9761637884841275,1.2756913312181462,0.9219447046237196,1.2131845177444327,1.1984399201321678
p1k_00073,1.4842722366201502,1.4539430016848542,1.145748385675193,1.4395310036192093,1.6894085856505632,2.0026583029421565,1.0727751471474345,0.7640456909296054,1.4243367164265912,2.263282200084224,1.2981715011043649,1.791439283848259,1.4445190860721968,1.0501955043936388,0.9478481527537402
p1k_00074,2.336510403609461,1.7550561940228049,1.488044000874185,3.007101588283984,1.6914529368452111,2.9357202993327425,1.289546897334812,1.0963796077967036,1.4616174861991813,2.7112138221202176,1.0056230754932107,2.009889835909615,1.1254175746692343,0.9829026804117208,1.3441106298026688
