"sample","Val"
"ica__ura_pyr__1",-4.2311919479888
"ica__ura_pyr__2",-4.28725887858816
"ica__wt_glc__1",-5.08182089856489
"ica__wt_glc__2",-4.66874319276452
"ica__wt_glc__3",-4.31751915314774
"ica__wt_glc__4",-3.86695089380306
"ica__wt_glc__5",-3.88547697845315
"ica__wt_glc__6",-3.85906189279918
"minspan__bw_delcra_glc__1",-4.16904018072301
"minspan__bw_delcra_glc__2",-4.18778770465536
"minspan__bw_delcra_trp__1",-7
"minspan__bw_delmntr__1",-3.50125588924546
"minspan__bw_delnac_ade__1",-3.11672227108472
"minspan__bw_delnac_glc__1",-3.36071893752217
"minspan__wt_ade__1",-3.47834966693765
"minspan__wt_glc__1",-4.349386484387
"minspan__wt_glc__2",-4.22741119873294
"minspan__wt_glc__3",-4.17643725210146
"minspan__wt_glc__4",-4.2432277374338
"minspan__wt_glc_anaero__1",-3.42272482324785
"minspan__wt_glc_anaero__2",-3.60668237234153
"minspan__wt_trp__1",-3.72054163268089
"misc__bw_delcbl__1",-4.78405042493913
"misc__bw_delcbl__2",-4.82398110591702
"misc__bw_delfabr__1",-7
"misc__bw_delfabr__2",-7
"misc__bw_delfadr__1",-4.27472380977805
"misc__bw_delfadr__2",-4.32319758606846
"misc__nitr_031__1",-4.19207874812836
"misc__wt_no_te__1",-3.27784454552097
"misc__wt_no_te__2",-3.83345020623044
"nac_ntrc__bw_delnac_csn__1",-4.02202017874491
"nac_ntrc__bw_delnac_csn__2",-4.07115699764706
"nac_ntrc__bw_delnac_cytd__1",-7
"nac_ntrc__bw_delnac_cytd__2",-7
"nac_ntrc__bw_delnac_gln__1",-3.38285831775256
"nac_ntrc__bw_delnac_gln__2",-3.36167772936845
"nac_ntrc__bw_delnac_nh4__1",-4.48280245795127
"nac_ntrc__bw_delnac_nh4__2",-4.50318825251855
"nac_ntrc__wt_csn__1",-4.25535437045526
"nac_ntrc__wt_csn__2",-4.2895046074467
"nac_ntrc__wt_cytd__1",-3.97366464805026
"nac_ntrc__wt_cytd__2",-3.95921657373402
"nac_ntrc__wt_gln__1",-3.25981036908875
"nac_ntrc__wt_gln__2",-3.26665994972112
"omics__bw_ac__1",-3.95405438211269
"omics__bw_ac__2",-3.90631088412627
"omics__bw_fum__1",-3.91645794200805
"omics__bw_fum__2",-3.92284391661731
"omics__bw_glc__1",-4.13614539164331
"omics__bw_glc__2",-4.17118488389713
"omics__bw_pyr__1",-4.15648306222984
"omics__bw_pyr__2",-4.2097307262045
"omics__wt_glu__1",-4.2199429041207
"omics__wt_glu__2",-4.28600500628178
"omics__wt_gly__1",-4.58019573818719
"omics__wt_gly__2",-4.60001683222558
"omics__wt_thr__1",-4.65741613221164
"omics__wt_thr__2",-4.65714286023824
"ompr__bw_delompr_nacl__1",-5.00787432418779
"ompr__bw_delompr_nacl__2",-5.02149878898708
"ompr__wt_nacl__1",-3.19752341810237
"ompr__wt_nacl__2",-3.15447525700295
"oxidative__deloxyr_pq__1",-3.35563962835388
"oxidative__deloxyr_pq__2",-3.35447922718114
"oxidative__delsoxr_pq__1",-3.25618932011622
"oxidative__delsoxr_pq__2",-3.25696560725618
"oxidative__delsoxs_pq__1",-3.35228023384571
"oxidative__delsoxs_pq__2",-3.36410102569117
"oxidative__wt_pq__1",-3.30703501280818
"oxidative__wt_pq__2",-3.33707687171526
"pal__5drib_ale10__1",-3.81531730725645
"pal__5drib_ale10_f18__1",-4.06206309393565
"pal__5drib_ale10_f18__2",-3.93715798372348
"pal__arab_ale14__1",-4.0049908717635
"pal__arab_ale14__2",-4.20348438407673
"pal__arab_ale14_f9__1",-3.76866819475619
"pal__arab_ale14_f9__2",-3.7823549600811
"pal__arab_ale16__1",-4.07130272711958
"pal__arab_ale16__2",-4.06091916273489
"pal__lyx_ale2__1",-3.75340006703925
"pal__lyx_ale2__2",-3.60144583661843
"pal__lyx_ale2_f6__1",-3.49852953893572
"pal__lyx_ale4__1",-3.75340006703925
"pal__lyx_ale4__2",-3.60144583661843
"pal__tartr_ale26__1",-3.72849287739465
"pal__tartr_ale26__2",-3.69765265866718
"pal__tartr_ale26_f10__1",-3.91064711835197
"pal__tartr_ale26_f10__2",-3.87374247904687
"pal__tartr_ale28__1",-3.84465665697779
"pal__tartr_ale28__2",-3.87046192897491
"pal__tartr_ale28_f10__1",-3.84177025814004
"pal__tartr_ale28_f10__2",-3.67339564010152
"pgi__glu4_delpgi__1",-3.70481721326999
"pgi__pgi_ale1__1",-4.41173904537356
"pgi__pgi_ale2__1",-3.63211530694061
"pgi__pgi_ale3__1",-4.52145733074047
"pgi__pgi_ale5__1",-4.67599169037415
"pgi__pgi_ale6__1",-4.65825440034398
"pgi__pgi_ale7__1",-4.78169218305454
"pgi__pgi_ale8__1",-4.81095417220372
"rpoB__rpoBE546V_031__1",-4.10289496777469
"rpoB__rpoBE546V_044__1",-4.11631736429502
"rpoB__rpoBE546V_glc__1",-4.44710531542215
"rpoB__rpoBE546V_lb__1",-3.00327185899346
"rpoB__rpoBE546V_lb__2",-2.99482197728063
"rpoB__rpoBE672K_glc__1",-4.08167187047643
"rpoB__rpoBE672K_glc__2",-4.11208105846119
"rpoB__rpoBE672K_lb__1",-2.73959345674924
"rpoB__rpoBE672K_lb__2",-2.70913254902644
"rpoB__wt_031__1",-3.73482456525482
"rpoB__wt_044__1",-4.24554127272899
"rpoB__wt_lb__1",-3.05327551805133
"rpoB__wt_lb__2",-3.02655851113944
"ssw__glc_ac_ac2__1",-3.69719565985552
"ssw__glc_ac_glc1__1",-4.00451757760195
"ssw__glc_ac_glc2__1",-3.75892228639536
"ssw__glc_ale1__1",-4.75720610938809
"ssw__glc_ale2__1",-4.27847693062307
"ssw__glc_ale3__1",-4.48446926665381
"ssw__glc_glyc_glc__1",-3.84881380876937
"ssw__glc_glyc_glyc__1",-3.49635841328717
"ssw__glc_xyl_glc__1",-7
"ssw__glc_xyl_xyl__1",-4.10467480845889
"ssw__glyc_ale1__1",-3.61409746446401
"ssw__glyc_ale2__1",-4.14711115241172
"ssw__wt_ac__1",-3.0057169962851
"ssw__wt_glc__1",-3.49706553703503
"ssw__wt_glyc__1",-3.25003245151321
"ssw__wt_xyl__1",-3.27404992189834
"ssw__xyl_ale1__1",-3.60677182049464
"ssw__xyl_ale2__1",-3.79613033121083
"ssw__xyl_ale3__1",-4.17830140216304
"starve_series__t00_growth1__1",-3.43754463475585
"starve_series__t00_growth1__2",-3.2781308964122
"starve_series__t00_growth1__3",-3.44770342715458
"starve_series__t00_growth1__4",-3.18805569326891
"starve_series__t01_starve__1",-3.70655783800007
"starve_series__t01_starve__2",-4.06510624894272
"starve_series__t02_starve__1",-2.91115500611119
"starve_series__t02_starve__2",-2.8767166972513
"starve_series__t03_starve__1",-2.85304694141335
"starve_series__t03_starve__2",-2.93335081854971
"starve_series__t04_starve__1",-2.87669040030013
"starve_series__t04_starve__2",-2.89149534431833
"starve_series__t05_starve__1",-2.8603035714462
"starve_series__t05_starve__2",-2.82684225948335
"starve_series__t06_starve__1",-2.82126950847941
"starve_series__t06_starve__2",-2.79921945886613
"starve_series__t07_starve__1",-2.75094782618708
"starve_series__t07_starve__2",-2.80186477703445
"starve_series__t08_starve__1",-2.79185032635627
"starve_series__t08_starve__2",-2.7971091396775
"starve_series__t09_starve__1",-2.78340780087537
"starve_series__t09_starve__2",-2.74687986189872
"starve_series__t10_starve__1",-2.75419678531401
"starve_series__t10_starve__2",-2.70854880820067
"starve_series__t11_starve__1",-2.76386757750471
"starve_series__t11_starve__2",-2.72299203662573
"starve_series__t12_starve__1",-2.69927379725822
"starve_series__t12_starve__2",-2.73419594038711
"starve_series__t14_starve__1",-2.68192628758364
"starve_series__t14_starve__2",-2.67021089303158
"starve_series__t16_starve__1",-2.62408300081486
"starve_series__t16_starve__2",-2.62311574963236
"starve_series__t17_starve__1",-2.69073024231572
"starve_series__t17_starve__2",-2.70690808941804
"starve_series__t18_starve__1",-2.67042905165632
"starve_series__t18_starve__2",-2.56753817366633
"starve_series__t21_growth2__1",-7
"starve_series__t21_growth2__2",-7
"starve_series__t22_growth2__1",-3.15060330118987
"starve_series__t22_growth2__2",-3.06206332017708
"starve_series__t23_growth2__1",-3.59429512904772
"starve_series__t23_growth2__2",-3.54068827845431
"starve_series__t25_growth2__1",-4.74666921403394
"starve_series__t25_growth2__2",-5.18875118558366
"starve_series__t26_growth2__1",-4.12211617626962
"starve_series__t26_growth2__2",-4.07861187830723
"starve_series__t27_growth2__1",-3.854476143154
"starve_series__t27_growth2__2",-3.84325673046694
"starve_series__t28_growth2__1",-3.71864752612752
"starve_series__t28_growth2__2",-3.76615802970949
"ytf__delybaO__1",-7
"ytf__delybaO__2",-3.93102964914243
"ytf__delybaQ__1",-4.39189395592118
"ytf__delybaQ__2",-4.3745274466283
"ytf__delybiH__1",-4.20406437332897
"ytf__delybiH__2",-3.49763435420484
"ytf__delydcI_ph5__1",-4.34905389597203
"ytf__delydcI_ph5__2",-4.31160570565682
"ytf__delydcI_ph8__1",-3.83616151750873
"ytf__delydcI_ph8__2",-4.21081744975531
"ytf__delyddM__1",-3.29589787100125
"ytf__delyddM__2",-3.30011618741648
"ytf__delyeiE__1",-4.4343396175832
"ytf__delyeiE__2",-3.8347306692795
"ytf__delyheO__1",-4.91049177208358
"ytf__delyheO__2",-3.83539050672965
"ytf__delyiaJ__1",-4.44200296813957
"ytf__delyiaJ__2",-4.19064168438925
"ytf__delyieP__1",-3.77517267355408
"ytf__delyieP__2",-3.49624798721129
"ytf__wt_glc__1",-4.3084258471588
"ytf__wt_glc__2",-4.43774796343999
"ytf__wt_ph5__1",-4.12094124898265
"ytf__wt_ph5__2",-4.05923003213086
"ytf__wt_ph8__1",-4.14204297003311
"ytf__wt_ph8__2",-4.16738455937309
